date,basis_binance,basis_deribit,basis_3m
2020-08-20,12.7476,10.8611,11.8044
2020-08-21,11.742,8.6439,10.193
2020-08-22,12.9165,9.2192,11.0679
2020-08-23,14.054,10.6287,12.3414
2020-08-24,13.4819,10.3257,11.9038
2020-08-25,11.0381,6.6666,8.8523
2020-08-26,12.0672,7.8505,9.9589
2020-08-27,10.4162,6.7181,8.5672
2020-08-28,10.0932,7.8064,8.9498
2020-08-29,11.4037,8.9599,10.1818
2020-08-30,13.0007,11.0646,12.0327
2020-08-31,12.026,10.1262,11.0761
2020-09-01,13.3314,11.6713,12.5014
2020-09-02,8.2014,6.4193,7.3103
2020-09-03,-1.2642,2.3999,0.5679
2020-09-04,4.3344,4.2828,4.3086
2020-09-05,3.6431,4.1345,3.8888
2020-09-06,4.3501,3.7416,4.0458
2020-09-07,4.8394,6.2873,5.5633
2020-09-08,5.3479,5.8544,5.6011
2020-09-09,4.1578,5.4104,4.7841
2020-09-10,3.883,5.3908,4.6369
2020-09-11,3.7133,4.7253,4.2193
2020-09-12,4.959,5.9187,5.4388
2020-09-13,3.988,4.5279,4.258
2020-09-14,6.1076,6.6963,6.402
2020-09-15,7.4091,7.8508,7.63
2020-09-16,7.9483,8.476,8.2121
2020-09-17,9.1231,10.2023,9.6627
2020-09-18,7.5746,8.8096,8.1921
2020-09-19,8.6292,9.5698,9.0995
2020-09-20,7.4376,8.079,7.7583
2020-09-21,5.2182,6.6788,5.9485
2020-09-22,4.7849,5.3529,5.0689
2020-09-23,5.0596,4.5034,4.7815
2020-09-24,6.3077,6.4342,6.3709
2020-09-25,5.9869,6.5652,6.2761
2020-09-26,6.4047,7.1314,6.7681
2020-09-27,6.8576,6.8591,6.8584
2020-09-28,5.9581,6.5125,6.2353
2020-09-29,6.9536,6.9777,6.9656
2020-09-30,6.5737,6.9132,6.7435
2020-10-01,6.7468,6.0579,6.4023
2020-10-02,6.0976,5.7944,5.946
2020-10-03,5.8369,5.347,5.592
2020-10-04,7.3123,6.5869,6.9496
2020-10-05,7.0068,6.6426,6.8247
2020-10-06,6.4723,6.2581,6.3652
2020-10-07,6.3948,5.9677,6.1812
2020-10-08,8.1124,7.7635,7.9379
2020-10-09,8.8382,8.2895,8.5638
2020-10-10,9.0924,8.8697,8.981
2020-10-11,9.4808,9.0318,9.2563
2020-10-12,11.8169,11.544,11.6804
2020-10-13,9.3382,9.0869,9.2126
2020-10-14,9.2901,9.2887,9.2894
2020-10-15,10.1917,9.7538,9.9727
2020-10-16,8.8092,8.4813,8.6453
2020-10-17,9.3589,8.7757,9.0673
2020-10-18,9.4338,9.0114,9.2226
2020-10-19,10.1532,9.1542,9.6537
2020-10-20,9.447,9.6967,9.5718
2020-10-21,11.7871,10.4577,11.1224
