date,btc_price,aviv_ratio,aviv_mean,aviv_upper_1sd,aviv_upper_2sd,aviv_lower_1sd,aviv_lower_2sd,price_at_aviv_mean,price_at_aviv_plus_1_sigma,price_at_aviv_plus_2_sigma,price_at_aviv_minus_1_sigma,investor_cap,active_realized_price,liveliness
2019-10-06,8095.53335343318,0.982392,1.2202909958904098,1.6456276372019696,2.0709642785135296,0.7949543545788499,0.36961771326729,11340.481817744168,15293.24592356676,19246.010029389356,7387.717711921574,88053625512.23126,9293.26026,0.6100159847809816
2019-10-07,8334.29635813174,1.02502,1.2205568363013686,1.6456499861947753,2.070743136088182,0.7954636864079618,0.3703705365145552,11341.649702587292,15291.69729862569,19241.744894664083,7391.602106548896,88022009536.24225,9292.19301,0.6099239373752295
2019-10-08,8288.86617075195,1.018987,1.220817982876711,1.6456700405915266,2.070522098306342,0.7959659251618953,0.37111386744707975,11344.980208395615,15293.102085592353,19241.22396278909,7396.858331198878,88024310420.49052,9292.9334,0.6099200010469108
2019-10-09,8599.85742361521,1.071575,1.2211123273972588,1.6457119436241725,2.0703115598510857,0.7965127111703453,0.3719130949434317,11350.331350404978,15297.016865981142,19243.7023815573,7403.645834828815,88018452487.73828,9295.07556,0.6097717184297841
2019-10-10,8650.27324196,1.068737,1.2213994869863,1.6457541111480236,2.070108735309747,0.7970448628245765,0.372690238662853,11357.376916984715,15303.30571785717,19249.234518729627,7411.44811611226,88022427989.56625,9298.65866,0.6095955516853188
2019-10-11,8276.35713774535,1.034909,1.221667524657533,1.645780610672919,2.069893696688305,0.7975544386421471,0.37344135262676137,11359.710039002344,15303.337567475613,19246.965095948883,7416.082510529074,87993754258.99847,9298.52829,0.6094648249611989
2019-10-12,8347.46262435701,1.036291,1.2219285499999986,1.6458101250639068,2.069691700127815,0.7980469749360903,0.374165399872182,11365.60354522502,15308.280825579855,19250.95810593469,7422.926264870185,87996638260.19008,9301.36508,0.609322663623861
2019-10-13,8297.34972411386,1.041903,1.2221871095890398,1.6458436009732322,2.0695000923574245,0.7985306182048473,0.3748741268206549,11370.918150987554,15312.510440636277,19254.102730284998,7429.3258613388325,87984978718.84592,9303.74577,0.6091256399588203
2019-10-14,8377.12391745221,1.036598,1.2224397458904095,1.6458754566273495,2.0693111673642894,0.7990040351534696,0.37556832441652976,11396.818256494887,15344.5137194427,19292.209182390514,7449.122793547077,88440096225.62715,9323.01023,0.6106066891941346
2019-10-15,8356.77477822925,1.01546,1.2226632780821904,1.6459034777237616,2.0691436773653327,0.7994230784406193,0.3761828787990483,11389.582412981985,15332.228945939014,19274.875478896043,7446.935880024957,88364288926.02126,9315.38766,0.6106836109941666
2019-10-16,8007.76895264893,0.992464,1.222853778767122,1.645927696559078,2.0690016143510337,0.7997798609751663,0.3767059431832104,11385.63503553855,15324.752945360196,19263.87085518184,7446.517125716903,88292936889.57202,9310.70847,0.6105900164927514
2019-10-17,8176.30447974039,1.005284,1.223068426027396,1.6459523641201854,2.0688363022129748,0.8001844879346068,0.3773005498418176,11383.909848395699,15319.971417100627,19256.032985805556,7447.84827969077,88244221116.09857,9307.66391,0.6105251428639717
2019-10-18,7980.23332695576,0.991086,1.2232735938356154,1.6459722280422284,2.0686708622488412,0.8005749596290024,0.37787632542238947,11381.86073562812,15314.829624946271,19247.798514264417,7448.891846309971,88196880312.56364,9304.42772,0.6104822247885361
2019-10-19,8122.39178534545,0.991758,1.2234686294520536,1.6459946676630437,2.068520705874034,0.8009425912410635,0.3784165530300734,11386.948257946626,15319.441514351996,19251.93477075737,7454.455001541253,88194077903.14894,9307.10276,0.6103142172207985
2019-10-20,8232.43522600217,1.024526,1.2236901671232865,1.646027001962006,2.0683638368007253,0.801353332284567,0.3790164974458474,11392.15993478198,15323.979359418701,19255.798784055423,7460.340510145257,88192086513.69727,9309.67678,0.6101589807831489
2019-10-21,8225.77367865012,1.023311,1.223898412328766,1.6460614000930605,2.068224387857355,0.8017354245644713,0.3795724368001767,11380.40053900348,15305.87657941976,19231.35261983604,7454.924498587198,88147531553.9375,9298.4846,0.6106574634114564
2019-10-22,8055.68330776575,1.010033,1.2240921246575331,1.6460920159592465,2.0680919072609596,0.8020922333558198,0.3800923420541066,11384.775619656184,15309.622432418284,19234.469245180382,7459.928806894085,88133966372.79248,9300.58726,0.6104702699290346
2019-10-23,7564.28642947329,0.935259,1.2242256732876702,1.6461032674328155,2.0679808615779605,0.8023480791425249,0.3804704849973797,11368.959266359097,15286.790176035413,19204.621085711726,7451.128356682783,87953087069.88905,9286.6532,0.6103312285503154
2019-10-24,7454.82692517236,0.934505,1.2243533390410946,1.6461150222840888,2.067876705527083,0.8025916557981003,0.380829972555106,11345.504253247127,15253.770615993128,19162.03697873913,7437.237890501127,87728396383.2743,9266.5278,0.6103282698597453
2019-10-25,8820.18462530599,1.083728,1.224584721917807,1.646176493411189,2.067768264904571,0.8029929504244249,0.38140117893104264,11351.501843326168,15259.520362243706,19167.538881161243,7443.483324408632,87768773283.45494,9269.67456,0.610385190986707
2019-10-26,9246.95611239457,1.137838,1.2248390527397248,1.6462663815792367,2.0676937104187485,0.803411723900213,0.38198439506070125,11392.011159529502,15311.632127142957,19231.253094756412,7472.390191916047,88096188260.20786,9300.82294,0.6103330364791916
2019-10-27,9543.71381079162,1.201887,1.2251218739726015,1.646395120914052,2.0676683678555023,0.8038486270311511,0.3825753800897007,11406.019201820338,15328.119399285952,19250.219596751565,7483.919004354723,88180326950.24493,9310.10983,0.6102577221342825
2019-10-28,9238.81899592666,1.159318,1.2253574246575332,1.64649764594558,2.0676378672336266,0.8042172033694863,0.3830769820814396,11434.534340224563,15364.442647356913,19294.350954489262,7504.626033092212,88425229228.07178,9331.59102,0.6103474233661728
2019-10-29,9423.81549073234,1.15779,1.2255711876712316,1.6465978368340566,2.0676244859968818,0.8045445385084067,0.3835178893455816,11451.56315874705,15385.576386950572,19319.589615154095,7517.549930543529,88556751335.18262,9343.85801,0.6103636752647632
2019-10-30,9196.11033671131,1.140441,1.2257973013698618,1.6466895013021001,2.0675817012343387,0.8049051014376234,0.38401290150538503,11458.679527303602,15393.154525066795,19327.62952282999,7524.20452954041,88577891177.01775,9347.93992,0.6102574806976766
2019-10-31,9220.16964042512,1.141807,1.2259989890410947,1.646780326449114,2.0675616638571332,0.8052176516330753,0.3844363142250561,11463.116342552965,15397.430700557285,19331.745058561602,7528.801984548644,88609258334.89777,9350.02104,0.6103417952926395
2019-11-01,9315.30007544309,1.142644,1.2261415219178071,1.6468593503205615,2.067577178723316,0.8054236935150527,0.3847058651122983,11469.779040622065,15405.328440076637,19340.87783953121,7534.229641167491,88748835623.76715,9354.36802,0.6109191539581643
2019-11-02,9360.41390878478,1.154584,1.2262285849315058,1.6469184431110702,2.0676083012906346,0.8055387267519414,0.384848868572377,11476.821757108572,15414.246293350187,19351.6708295918,7539.397220866958,88780157005.82433,9359.44725,0.6108086083571866
2019-11-03,9327.00812798991,1.137927,1.226311949999999,1.6469722413010368,2.0676325326020746,0.8056516586989613,0.3849913673979234,11480.657768975998,15418.853789511366,19357.049810046738,7542.461748440627,88778417707.58955,9361.93908,0.6106716749048325
2019-11-04,9435.21244606531,1.158016,1.2264499157534237,1.6470547495307089,2.067659583307994,0.8058450819761385,0.3852402481988534,11488.309102934829,15428.166963052658,19368.024823170486,7548.451242816999,88811870829.65846,9367.12454,0.6105660573840392
2019-11-05,9310.79075857969,1.163572,1.2266078205479443,1.647145738321034,2.0676836560941236,0.8060699027748546,0.385531985001765,11443.518803504234,15366.886557244043,19290.25431098385,7520.151049764427,88467753736.27577,9329.4031,0.611027890400174
