date,market_cap,realized_cap,active_mvrv,active_realized_price,active_supply_btc,aviv_nupl,aviv_ratio,circulating_supply_btc,cointime_price,investor_cap,liveliness,mvrv_ratio,nupl,supply_in_loss_btc,supply_in_profit_btc,thermocap,true_market_mean_price,vaulted_price,vaulted_supply_btc,vaultedness,timestamp,formattedDate,btc_price
2009-08-31,0.0,54312.470000000096,0.0,11.0676247891089,4907.32844986273,0.0,0.0,1097000.0,0.0,0.0,0.004473407885016162,0.0,0.0,0.0,0.0,212.893,0.0,0.04973247363972138,1092092.6715501372,0.9955265921149838,1251676800000,2009-08-31,
2009-09-01,0.0,54505.559000000096,0.0,11.14645701577808,4889.944753103713,0.0,0.0,1100900.0,0.0,0.0,0.004441770145429842,0.0,0.0,0.0,0.0,193.089,0.0,0.04973089319670679,1096010.055246896,0.99555822985457,1251763200000,2009-09-01,
2009-09-02,0.0,54668.9420000001,0.0,11.21337971581273,4875.33137961143,0.0,0.0,1104200.0,0.0,0.0,0.004415261166103451,0.0,0.0,0.0,0.0,163.38299999999998,0.0,0.049729569034967246,1099324.6686203885,0.9955847388338964,1251849600000,2009-09-02,
2009-09-03,0.0,54819.9475000001,0.0,11.236079228779571,4878.921408776367,0.0,0.0,1107250.0,0.0,0.0,0.004406341303929887,0.0,0.0,0.0,0.0,151.00549999999998,0.0,0.04972912349084604,1102371.0785912236,0.99559365869607,1251936000000,2009-09-03,
2009-09-04,0.0,54978.3795000001,0.0,11.30111710784644,4864.862382660228,0.0,0.0,1110450.0,0.0,0.0,0.004380982829177565,0.0,0.0,0.0,0.0,158.432,0.0,0.04972785688715452,1105585.1376173396,0.9956190171708224,1252022400000,2009-09-04,
2009-09-05,0.0,55166.517500000096,0.0,11.378593362147717,4848.272167236266,0.0,0.0,1114250.0,0.0,0.0,0.0043511529434474006,0.0,0.0,0.0,0.0,188.138,0.0,0.04972636702826206,1109401.7278327637,0.9956488470565524,1252108800000,2009-09-05,
2009-09-06,0.0,55334.8515000001,0.0,11.448138565651158,4833.523911566379,0.0,0.0,1117650.0,0.0,0.0,0.004324720540031655,0.0,0.0,0.0,0.0,168.334,0.0,0.04972504693182017,1112816.4760884335,0.9956752794599684,1252195200000,2009-09-06,
2009-09-07,0.0,55527.9405000001,0.0,11.502229021260424,4827.580845187806,0.0,0.0,1121550.0,0.0,0.0,0.004304383081617231,0.0,0.0,0.0,0.0,193.089,0.0,0.04972403127898717,1116722.419154812,0.9956956169183828,1252281600000,2009-09-07,
2009-09-08,0.0,55698.7500000001,0.0,11.573100291995535,4812.776921887024,0.0,0.0,1125000.0,0.0,0.0,0.004278023930566244,0.0,0.0,0.0,0.0,170.8095,0.0,0.049722714964511,1120187.2230781128,0.9957219760694336,1252368000000,2009-09-08,
2009-09-09,0.0,55832.427000000105,0.0,11.62871659707246,4801.254423386324,0.0,0.0,1127700.0,0.0,0.0,0.004257563557139597,0.0,0.0,0.0,0.0,133.677,0.0,0.04972169326926258,1122898.7455766136,0.9957424364428604,1252454400000,2009-09-09,
2009-09-10,0.0,55998.28550000011,0.0,11.697907334022103,4787.034458474049,0.0,0.0,1131050.0,0.0,0.0,0.004232380936717252,0.0,0.0,0.0,0.0,165.8585,0.0,0.04972043582475004,1126262.965541526,0.9957676190632828,1252540800000,2009-09-10,
2009-09-11,0.0,56164.14400000011,0.0,11.767303302925692,4772.898475901107,0.0,0.0,1134400.0,0.0,0.0,0.004207421082423402,0.0,0.0,0.0,0.0,165.8585,0.0,0.04971918956638271,1129627.1015240988,0.9957925789175766,1252627200000,2009-09-11,
2009-09-12,0.0,56334.95350000011,0.0,11.838985306171224,4758.427520864883,0.0,0.0,1137850.0,0.0,0.0,0.00418194623268874,0.0,0.0,0.0,0.0,170.8095,0.0,0.049717917658448976,1133091.5724791351,0.9958180537673113,1252713600000,2009-09-12,
2009-09-13,0.0,56520.61600000011,0.0,11.917147408923933,4742.797421275137,0.0,0.0,1141600.0,0.0,0.0,0.004154517713100155,0.0,0.0,0.0,0.0,185.6625,0.0,0.04971654828046549,1136857.2025787248,0.9958454822868998,1252800000000,2009-09-13,
2009-09-14,0.0,56703.80300000011,0.0,11.994519398371224,4727.476034404522,0.0,0.0,1145300.0,0.0,0.0,0.0041277185317423574,0.0,0.0,0.0,0.0,183.187,0.0,0.04971521039525808,1140572.5239655953,0.9958722814682576,1252886400000,2009-09-14,
2009-09-15,0.0,56812.72500000011,0.0,12.0406430512252,4718.412858706836,0.0,0.0,1147500.0,0.0,0.0,0.004111906630681339,0.0,0.0,0.0,0.0,108.922,0.0,0.04971442105758728,1142781.587141293,0.9958880933693186,1252972800000,2009-09-15,
2009-09-16,0.0,56990.961000000105,0.0,12.115989058153014,4703.781154510874,0.0,0.0,1151100.0,0.0,0.0,0.004086335813144709,0.0,0.0,0.0,0.0,178.236,0.0,0.0497131446031761,1146396.218845489,0.9959136641868552,1253059200000,2009-09-16,
2009-09-17,0.0,57198.90300000011,0.0,11.31602243189495,5054.682715967517,0.0,0.0,1155300.0,0.0,0.0,0.004375212253066318,0.0,0.0,0.0,0.0,207.94794119999997,0.0,0.04972756866775043,1150245.3172840325,0.9956247877469336,1253145600000,2009-09-17,
