date,btc_price,lth_supply_btc,sth_supply_btc,pct_lth_in_profit,pct_sth_in_profit,pct_lth_in_loss,pct_sth_in_loss,percent_btc_in_profit,percent_btc_in_loss
2010-08-02,0.06010568,1948418.5600000003,1647481.4400000968,100.0,86.8134842235302,0.0,13.186515776468132,93.95852498676621,6.041475013209409
2010-08-03,0.06,1955268.5600000003,1651981.4400001003,100.0,87.79079927193297,0.0,12.209200728065396,94.40865673294357,5.5913432670316014
2010-08-04,0.0572824939363675,1960018.5600000003,1659381.4400001008,100.0,84.71062988386713,0.0,15.289370116130756,92.99030308888608,7.009696911090116
2010-08-05,0.061,1969918.5600000003,1660381.4400000984,100.0,90.5860691866073,0.0,9.413930813391335,95.69437346773321,4.305626532242515
2010-08-06,0.0623,1976118.5600000003,1661531.4400001005,100.0,92.34965484613302,0.0,7.6503451538655955,96.5056316577767,3.4943683421989724
2010-08-07,0.059,1978318.5600000003,1667081.4400001,100.0,82.49935707999883,0.0,17.50064291999902,91.99676386676815,8.003236133208844
2010-08-08,0.0609,2004615.0500000003,1650734.9500001015,100.0,90.21667227679312,0.0,9.783327723205327,95.5819056998409,4.4180943001354045
2010-08-09,0.0707,2014969.8700000003,1649880.1300000944,100.0,96.67356258178536,0.0,3.326437418213967,98.50246995100143,1.4975300489788226
2010-08-10,0.07,2017504.2000000004,1656895.8000000953,100.0,91.93488027430526,0.0,8.065119725693854,96.36319861744195,3.636801382538664
2010-08-11,0.067,2022154.2000000004,1663895.8000000962,100.0,89.82220100561526,0.0,10.177798994383522,95.40570610814571,4.594293891835419
2010-08-12,0.07,2028804.2000000004,1668095.8000000971,100.0,92.2261647082854,0.0,7.7738352917136595,96.49233087179219,3.5076691281885055
2010-08-13,0.0645,2033804.2000000004,1673845.8000000953,100.0,89.85251688058655,0.0,10.147483119412179,95.4188442813997,4.581155718581836
2010-08-14,0.067,2037904.2000000004,1683795.8000000925,100.0,88.7882426123162,0.0,11.21175738768255,94.92750356018372,5.072496439798986
2010-08-15,0.06529,2042504.2000000004,1689545.8000000918,100.0,89.17255986786449,0.0,10.827440132134281,95.09828217733866,4.901717822644367
2010-08-16,0.0655,2046204.2000000004,1693195.8000000909,100.0,90.17518824461939,0.0,9.82481175537941,95.55133711288936,4.4486628870941685
2010-08-17,0.07,2050504.2000000004,1695345.8000000906,100.0,91.72041302724152,0.0,8.279586972757585,96.25271620591766,3.7472837940654418
2010-08-18,0.068,2053704.2000000004,1698795.8000000836,100.0,89.99712443367176,0.0,10.002875566327079,95.47159413722999,4.528405862758134
2010-08-19,0.0667,2058054.2000000004,1701195.8000000853,100.0,87.92701933545743,0.0,12.072980664541273,94.53654212940236,5.463457870585849
2010-08-20,0.0655,2062794.2000000004,1706105.800000087,100.0,87.51846573641498,0.0,12.481534263583624,94.34985857941463,5.650141420573598
2010-08-21,0.0664,2070494.2000000004,1707055.8000000874,100.0,88.34245019992834,0.0,11.657549800070289,94.7320120183599,5.267987981628262
2010-08-22,0.066,2076363.2000000004,1711786.8000000885,100.0,86.4091585470801,0.0,13.590841452918449,93.85857925371364,6.1414207462745205
2010-08-23,0.06491,2081565.2000000004,1717234.8000000904,100.0,80.85683506996179,0.0,19.143164930036345,91.34639649361822,8.653603506370358
2010-08-24,0.065,2088515.2000000004,1721034.8000000878,100.0,82.46827838693265,0.0,17.53172161306571,92.0797199144163,7.920280085574348
2010-08-25,0.0648,2095218.6200000003,1725131.380000089,100.0,79.34622811162279,0.0,20.65377188837513,90.67350635412102,9.326493645870046
2010-08-26,0.064,2100518.62,1730331.3800000895,100.0,77.73205557885602,0.0,22.2679444211418,89.94193899525337,10.058061004737743
2010-08-27,0.065,2105968.62,1733431.3800000912,100.0,83.05588421965625,0.0,16.94411578034212,92.34998645620762,7.65001354378282
2010-08-28,0.0645982546728972,2113966.4800000004,1733933.5200000887,100.0,78.23657622121446,0.0,21.763423778783427,90.19300657500607,9.806993424984947
2010-08-29,0.064,2119166.4800000004,1736833.5200000901,100.0,75.83259678221701,0.0,24.167403217780684,89.11443049791663,10.885569502074567
2010-08-30,0.06497,2124416.4800000004,1739033.5200000922,100.0,80.07271763223332,0.0,19.927282367764715,91.03024188223307,8.969758117757353
2010-08-31,0.06,2131616.4800000004,1741033.5200000906,100.0,69.71857382728498,0.0,30.28142617271174,86.38633029059551,13.61366970939775
2010-09-01,0.0629,2137216.4800000004,1743283.5200000904,100.0,77.40611349317884,0.0,22.593886506818738,89.84987759306355,10.150122406929393
2010-09-02,0.0634,2143116.4800000004,1745183.5200000918,100.0,76.28609683404429,0.0,23.713903165953173,89.35650207028092,10.643497929712078
2010-09-03,0.06085,2146766.4800000004,1749733.5200000936,100.0,72.45030317531867,0.0,27.549696824678012,87.62873655844929,12.371263441544786
2010-09-04,0.06238,2152116.4800000004,1753433.5200000948,100.0,73.58978115122258,0.0,26.410218848774413,88.14288307664614,11.857116923347382
2010-09-05,0.06163975,2155166.0400000005,1758633.9600000952,100.0,74.17354092264753,0.0,25.82645907734938,88.39509223772191,11.604907762271793
2010-09-06,0.0616,2161316.0400000005,1760383.960000094,100.0,73.49535211616997,0.0,26.504647883826898,88.10251753062104,11.897482469372799
2010-09-07,0.0610028889147648,2169766.0400000005,1759933.9600000945,100.0,69.293076201574,0.0,30.706923798422796,86.24776496933528,13.752235030658671
2010-09-08,0.0612664420040746,2178616.0400000005,1759333.9600000947,100.0,70.22032701503583,0.0,29.779672984960964,86.69551670281137,13.304483297182342
2010-09-09,0.06111,2188069.1400000006,1756630.8600000956,100.0,67.63499304573189,0.0,32.365006954264935,85.5874033513313,14.412596648662632
2010-09-10,0.0618,2192622.880000001,1760927.1200000958,100.0,76.17046297740467,0.0,23.829537022592447,89.38622807346418,10.613771926529164
2010-09-11,0.06366,2196825.6800000006,1764724.3200000972,100.0,80.19507318849573,0.0,19.804926811502,91.17763602627508,8.822363973717247
2010-09-12,0.0615,2201875.950000001,1768524.0500000974,100.0,68.46395049026223,0.0,31.53604950973468,85.95298660085054,14.047013399143554
2010-09-13,0.0621824198330189,2211345.950000001,1767604.0500000985,100.0,76.39700644489236,0.0,23.602993555104746,89.5146340114462,10.485365988547072
2010-09-14,0.06199,2216595.950000001,1772504.0500000992,100.0,71.24383777845703,0.0,28.7561622215399,87.22257802507704,12.777421974916479
2010-09-15,0.0604,2222005.9400000013,1775544.0600001013,100.0,61.0669481218155,0.0,38.9330518781814,82.70757113732158,17.29242886267358
2010-09-16,0.0618747945205479,2227655.9400000013,1780844.0600001013,100.0,70.81826470505577,0.0,29.18173529494119,87.03551953086749,12.964480469125938
2010-09-17,0.0597976861530533,2210485.140000001,1808414.860000103,100.0,58.59908549966109,0.0,41.4009145003361,81.3705170569014,18.629482943094263
2010-09-18,0.061,2217703.4900000007,1813046.5100001034,100.0,62.94570625199564,0.0,37.05429374800125,83.33283930773332,16.66716069226132
2010-09-19,0.0627,2222753.4900000007,1818446.5100001043,100.0,78.13971500295396,0.0,21.860284997043536,90.16337747191133,9.83662252808113
2010-09-20,0.0621,2231553.9099999955,1819796.0900001042,100.0,71.8191130081537,0.0,28.18088699184334,87.34163477346598,12.658365226527286
2010-09-21,0.06265,2237109.5099999956,1822840.490000104,100.0,78.03751168568034,0.0,21.962488314317145,90.1392596065169,9.860740393475641
2010-09-22,0.0622,2244259.5099999956,1824390.4900001043,100.0,77.00896097057924,0.0,22.99103902941795,89.69077385360751,10.309226146385493
2010-09-23,0.06231,2249253.5099999956,1831096.4900001043,100.0,78.07896515573904,0.0,21.921034844258326,90.16272379562517,9.837276204367615
2010-09-24,0.0622,2264080.5899999957,1827669.410000104,100.0,73.42081467539924,0.0,26.57918532459788,88.12782697854965,11.87217302144345
2010-09-25,0.06202,2267893.6499999953,1834206.3500001032,100.0,67.38162859348218,0.0,32.61837140651494,85.41507423989711,14.584925760096414
2010-09-26,0.06202171,2279439.7099999953,1832910.2900001032,100.0,69.57359110003499,0.0,30.426408899962134,86.4386839737572,13.561316026235925
2010-09-27,0.0622009295539808,2268364.7099999953,1855435.2900001057,100.0,72.41397625864188,0.0,27.58602374135522,87.58812697984374,12.411873020149189
2010-09-28,0.0619,2225103.7299999944,1909296.2700001094,100.0,62.47938568460436,0.0,37.52061431539322,82.67270487603584,17.32729512395825
2010-09-29,0.0619004290909091,2229415.7499999944,1913184.2500001097,100.0,65.50069761420852,0.0,34.499302385788646,84.0671264518641,15.932873548129686
2010-09-30,0.0619,2235815.8499999945,1914084.1500001093,100.0,61.075773517850116,0.0,38.92422648214755,82.04673728029171,17.953262719702437
2010-10-01,0.06197,2216965.8499999945,1940634.1500001103,100.0,69.35330754615234,0.0,30.646692453844636,85.69510824501899,14.304891754974403
2010-10-02,0.0614,2226465.8499999945,1936134.1500001135,100.0,49.42408615626487,0.0,50.575913843733225,76.47581944930212,23.52418055069317
2010-10-03,0.06111,2232017.8499999945,1936682.1500001142,100.0,47.27642945419134,0.0,52.723570545806865,75.50584163879532,24.494158361200356
2010-10-04,0.0612998286895566,2233827.4399999944,1942522.5600001144,100.0,53.875647043399155,0.0,46.12435295659878,78.54643500098867,21.453564999006574
2010-10-05,0.0614,2215130.949999995,1967519.050000115,100.0,50.19210859299707,0.0,49.80789140700118,76.5703620471159,23.4296379528796
2010-10-06,0.06281,2218680.949999995,1972519.0500001141,100.0,86.20618797058917,0.0,13.793812029408837,93.50817021374233,6.491829786249681
2010-10-07,0.067,2220430.949999995,1978769.0500001146,100.0,88.84137742097747,0.0,11.15862257902132,94.74177533815026,5.258224661840314
2010-10-08,0.0835642648639761,2222180.949999995,1984719.0500001183,100.0,94.38328865740459,0.0,5.6167113425949875,97.35016425395268,2.6498357460362767
2010-10-09,0.0938,2223730.949999995,1991069.0500001176,100.0,93.81843236426202,0.0,6.181567635737831,97.07983107145107,2.9201689285375334
2010-10-10,0.0965,2226131.209999995,1997568.7900001183,100.0,96.22103577219002,0.0,3.778964227809923,98.21276582142472,1.7872341785638184
2010-10-11,0.095,2228831.209999995,2002818.7900001185,100.0,96.7708032138046,0.0,3.229196786195328,98.47163730458604,1.5283626954025022
2010-10-12,0.0949,2232832.209999995,2006567.790000119,100.0,95.73933706963938,0.0,4.260662930360548,97.98336816526924,2.0166318347192993
2010-10-13,0.105,2219832.2699999944,2028367.7300001185,100.0,100.0,0.0,0.0,99.99999999998849,0.0
2010-10-14,0.102,2230982.2699999944,2027467.730000118,100.0,99.00485222519424,0.0,0.9951477748057094,99.52620554425941,0.4737944557291973
2010-10-15,0.105,2230632.7699999944,2036667.2300001185,100.0,100.0,0.0,0.0,99.99999999998872,0.0
2010-10-16,0.101,2218790.319999994,2061409.680000119,100.0,89.38110448762993,0.0,10.618895512369836,94.88577776735748,5.11422223263142
2010-10-17,0.102,2219665.319999994,2074034.680000119,100.0,97.38016000773919,0.0,2.6198399922607307,98.73450893167941,1.2654910683093832
2010-10-18,0.1024,2221717.959999994,2084432.0400001188,100.0,97.54828178519081,0.0,2.451718214809108,98.81322294856247,1.1867770514264477
2010-10-19,0.097,2225217.959999994,2093732.0400001188,100.0,86.70145774713937,0.0,13.298542252860324,93.55315898536544,6.446841014623699
2010-10-20,0.099,2228117.959999994,2104032.040000117,100.0,89.92024855281767,0.0,10.079751447182252,95.10448160840312,4.8955183915859335
2010-10-21,0.107,2232621.869999994,2108828.1300001163,100.0,95.26199331539917,0.0,4.738006684600913,97.69854731099912,2.3014526889898526
2010-10-22,0.103781247567961,2236171.869999994,2112978.130000119,100.0,94.64784769134621,0.0,5.352152308653736,97.39972620473813,2.6002737952507937
2010-10-23,0.104995,2263021.869999994,2094878.1300001189,100.0,94.66924561544084,0.0,5.330754384559047,97.43746282001347,2.5625371799754446
2010-10-24,0.11501,2265973.5699999942,2102176.430000119,100.0,96.54819790744219,0.0,3.4518020925577533,98.33881689043456,1.6611831095543876
2010-10-25,0.132,2271773.5699999942,2106526.4300001184,100.0,100.0,0.0,0.0,99.999999999989,0.0
2010-10-26,0.1503,2276583.5699999942,2113766.430000118,100.0,100.0,0.0,0.0,99.99999999998899,0.0
2010-10-27,0.1877,2279293.5699999942,2121706.4300001175,100.0,95.80200970593299,0.0,4.1979902940669795,97.97616382639218,2.0238361735969086
2010-10-28,0.1731,2278792.5699999942,2133157.430000114,100.0,96.3434850657041,0.0,3.65651493429605,98.23209193212796,1.7679080678611494
2010-10-29,0.19,2288576.5199999944,2134523.4800001155,100.0,100.0,0.0,0.0,99.99999999998907,0.0
2010-10-30,0.1989,2295626.5199999944,2140073.4800001136,100.0,100.0,0.0,0.0,99.99999999998906,0.0
2010-10-31,0.1925,2300326.5199999944,2144323.4800001127,100.0,98.49642461593547,0.0,1.503575384064642,99.27459934976916,0.7254006502199272
2010-11-01,0.194901785714286,2301919.3199999942,2151580.6800001124,100.0,98.64646116826088,0.0,1.3535388317392065,99.34607656897975,0.6539234310093184
2010-11-02,0.1938,2305819.3199999942,2156480.680000109,100.0,95.2198593311772,0.0,4.780140668823191,97.68991753130715,2.3100824686820722
2010-11-03,0.1931,2309346.0199999944,2162453.98000011,100.0,94.19361285089698,0.0,5.806387149103342,97.1921720559846,2.8078279440046545
2010-11-04,0.23,2312346.0199999944,2169503.980000108,100.0,94.71214378284458,0.0,5.287856217155881,97.44033711328196,2.5596628867070517
2010-11-05,0.26039,2313073.899999994,2179726.100000108,100.0,98.13046923647893,0.0,1.869530763521067,99.09297876601461,0.9070212339743591
2010-11-06,0.39,2316910.899999994,2186789.100000106,100.0,100.0,0.0,0.0,99.9999999999887,0.0
2010-11-07,0.34,2319610.899999994,2196139.100000105,100.0,93.46652131461163,0.0,6.533478685388963,96.8225814095003,3.1774185904888412
2010-11-08,0.243,2322940.899999994,2206559.100000111,100.0,83.16197014618928,0.0,16.838029853810884,91.79730477976646,8.20269522022297
2010-11-09,0.215686519668737,2325490.899999994,2214859.100000104,100.0,81.77499096498512,0.0,18.22500903501538,91.10953404278605,8.890465957203283
2010-11-10,0.232668329177057,2331690.899999994,2218809.1000001025,100.0,84.2970127533744,0.0,15.702987246626277,92.34327414568737,7.656725854301712
2010-11-11,0.2231,2349235.139999994,2212214.8600001084,100.0,79.91806677006713,0.0,20.081933229933053,90.2606515233454,9.739348476644022
2010-11-12,0.2682,2362603.5199999944,2207296.480000111,100.0,96.731402842631,0.0,3.2685971573694768,98.4212426967654,1.578757303223268
2010-11-13,0.276,2366117.5199999944,2214932.4800001075,100.0,97.80328879370701,0.0,2.1967112062936422,98.93789262285894,1.0621073771296983
2010-11-14,0.27904,2367817.5199999944,2226032.4800001075,100.0,96.06640645243499,0.0,3.9335935475656627,98.09390663603476,1.906093363953985
2010-11-15,0.2682,2339718.8199999942,2264131.1799999317,100.0,92.22514704294579,0.0,7.774852957062797,96.1763986663226,3.823601333666507
2010-11-16,0.224119052,2347066.8299999945,2266633.1699993717,100.0,75.75124425240405,0.0,24.24875574763007,88.08699436269453,11.913005637295713
2010-11-17,0.232562394352193,2355543.8399999943,2270506.159999366,100.0,79.50587590569032,0.0,20.494124094344212,89.94130305549642,10.058696944477461
2010-11-18,0.2678,2358523.919999994,2280376.0799993565,100.0,91.83850757252577,0.0,8.161492427509268,95.98799885556689,4.012001144406652
2010-11-19,0.276929090909091,2362642.659999994,2283757.339999355,100.0,97.2572536975408,0.0,2.742746302460393,98.65190965045383,1.3480903495179093
2010-11-20,0.28301,2365597.669999994,2286602.329999362,100.0,96.48473899700808,0.0,3.5152610029931384,98.27221443615244,1.7277855638192694
2010-11-21,0.27675,2389845.669999994,2269354.3299993523,100.0,95.32154196475759,0.0,4.6784580352434695,97.72126566789734,2.278734332074183
2010-11-22,0.284791867824497,2393305.669999994,2274044.329999342,100.0,98.14053185146126,0.0,1.859468148539226,99.09402273235617,0.9059772676143854
2010-11-23,0.28295,2395186.669999994,2279163.329999337,100.0,94.74831187284866,0.0,5.251688127153006,97.43933274142228,2.560667258549323
2010-11-24,0.282951447028169,2395739.5899999943,2287460.4099994265,100.0,96.71185347422059,0.0,3.2881465257804834,98.39393897332256,1.6060610266484483
2010-11-25,0.28,2398629.5899999943,2293620.4100000267,100.0,92.49616984355666,0.0,7.503830156446735,96.33205008257075,3.6679499174170016
2010-11-26,0.2844,2407680.5899999943,2294269.409999982,100.0,97.60609456933895,0.0,2.393905430661719,98.83191782131459,1.1680821786705549
2010-11-27,0.283,2414505.5899999943,2296444.409999977,100.0,93.61678474072536,0.0,6.383215259279905,96.88837729119095,3.111622708795443
2010-11-28,0.27,2419733.9599999944,2299816.03999995,100.0,84.78499567296552,0.0,15.215004327041953,92.58579504400785,7.414204955980916
2010-11-29,0.2299,2424418.9599999944,2305581.0399999386,100.0,67.94047234671338,0.0,32.059527653295135,84.37297270426299,15.62702729572748
2010-11-30,0.2082,2427329.9599999944,2312770.039999925,100.0,67.81439666661691,0.0,32.185603333392194,84.29613318098018,15.703866819010399
2010-12-01,0.2275,2431904.9899999946,2317595.0099999034,100.0,68.76392950605704,0.0,31.236070493953356,84.75785638302182,15.24214361696842
2010-12-02,0.255,2431606.3699999945,2327293.62999989,100.0,83.57763901550945,0.0,16.422360984500866,91.96880453280235,8.031195467185187
2010-12-03,0.25105,2436225.3699999945,2332124.629999889,100.0,82.08764550084709,0.0,17.91235449916305,91.2393504862593,8.760649513728538
