date,btc_price,realized_cap_usd,lth_realized_cap_usd,sth_realized_cap_usd
2014-04-14,459.848064154935,4153273738.05999,414129720.04544,3739144100.503175
2014-04-15,518.925193708951,4159318079.13514,423780876.51821,3735537228.0518956
2014-04-16,530.937602631916,4180103346.06257,430677240.14995,3749426108.7761292
2014-04-17,497.597748720723,4184533395.55293,440220134.9414,3744313250.549493
2014-04-18,479.402213346884,4181736046.36774,458395190.42713,3723340880.4242587
2014-04-19,503.487238678145,4184700007.10012,470415398.84362,3714284648.500684
2014-04-20,498.953650399417,4183750421.17277,481989204.61816,3701761278.4659348
2014-04-21,493.957318438276,4185362748.26063,494316637.37815,3691046143.743442
2014-04-22,487.244646932982,4184162516.37866,518812445.67166,3665350122.1223397
2014-04-23,489.552965607197,4192599520.70349,548166373.93427,3644433177.4730167
2014-04-24,501.321738736763,4196139904.33212,574063086.90193,3622076850.085596
2014-04-25,464.48617213457,4193497303.51096,594780759.43334,3598716506.040241
2014-04-26,459.61133846647,4194198503.2231,627069120.71095,3567129306.299176
2014-04-27,429.123236370122,4193341249.34825,687311832.16086,3506029437.8774447
2014-04-28,439.863274195974,4190206374.3102,704696775.64568,3485509675.64635
2014-04-29,445.903356590708,4189815667.63513,746619135.06494,3443196613.5353007
2014-04-30,449.029769048968,4190531462.57478,919585210.66947,3270946239.848772
2014-05-01,458.805840165877,4192340470.80821,965875581.7976,3226464847.322078
2014-05-02,450.812353697179,4193687584.11274,1013814632.89397,3179872924.00816
2014-05-03,438.721813554547,4193347466.65721,1063886134.42843,3129461352.56474
2014-05-04,435.169167225455,4193342960.82425,1084526352.41623,3108816631.5462017
2014-05-05,431.849778453077,4191327847.47018,1105224933.0021,3086102939.544592
2014-05-06,429.238071184612,4189535207.18188,1133832078.41354,3055703139.314603
2014-05-07,440.114326814283,4189588962.80019,1174544229.13449,3015044692.910828
2014-05-08,439.679324524169,4190772622.78687,1206014260.30867,2984758297.228496
2014-05-09,454.355384932296,4192999452.03101,1241931580.65234,2951067939.4910107
2014-05-10,457.193549962871,4194835991.35361,1265052275.63088,2929783763.261366
2014-05-11,437.567614875049,4195186770.57634,1282218068.05846,2912968777.252752
2014-05-12,441.1546747449,4195486086.79459,1300281370.46432,2895204662.275707
2014-05-13,440.131132926695,4195257045.80001,1322087439.22468,2873169601.277623
2014-05-14,445.529408146216,4194259360.98979,1332506360.93298,2861752952.0703597
2014-05-15,448.611682390486,4195681843.09795,1349497297.67131,2846184582.514707
2014-05-16,449.166281122606,4195554473.55357,1369817725.16169,2825736760.667466
2014-05-17,451.230549112886,4197101627.88995,1384624347.76958,2812477263.717331
2014-05-18,449.127884979357,4199007374.13412,1393618862.76786,2805388528.992042
2014-05-19,446.985782021753,4199325778.93892,1404399171.75044,2794926610.5981684
2014-05-20,491.424736603221,4206337249.30588,1425616138.55937,2780721065.730639
2014-05-21,495.03427831101,4210801304.3439,1435690699.34267,2775110604.013923
2014-05-22,527.691750640225,4219461184.56083,1451477032.61826,2767984163.07003
2014-05-23,523.888871531554,4223889211.00882,1497772878.74389,2726116336.093542
2014-05-24,528.108040784233,4227609906.70115,1511352086.69393,2716257811.240365
2014-05-25,574.000923186107,4243772295.10282,1596504984.37166,2647267269.262597
2014-05-26,586.212068788533,4250292133.19595,1601511347.05048,2648780878.356365
2014-05-27,575.917762156633,4287378147.91939,1623615696.89235,2663762439.948314
2014-05-28,579.491396111656,4293913229.3378,1635267401.88536,2658645880.156859
2014-05-29,569.467543314324,4297045555.31787,1711706971.72782,2585338550.155957
2014-05-30,621.029459421245,4327340642.61719,1726263853.63205,2601076784.39063
2014-05-31,626.396651839592,4336627862.75357,1738927618.73029,2597700264.378369
2014-06-01,626.538965784291,4344583426.83481,1737339342.35731,2607244165.257635
2014-06-02,667.260159669021,4363938789.72275,1741020394.88804,2622918418.939718
2014-06-03,671.348575400471,4375883271.2662,1757816034.42416,2618067273.8107758
2014-06-04,642.055652894989,4382001887.78709,1766121869.74768,2615879957.188102
2014-06-05,661.348221006457,4391555516.70189,1766984289.34485,2624571171.292335
2014-06-06,649.174448735342,4393788629.29256,1771486569.78521,2622302115.613991
2014-06-07,657.491754015786,4399078456.30008,1792393558.31316,2606684918.6369343
2014-06-08,659.169023435859,4405514203.94258,1803194878.51099,2602319288.619449
2014-06-09,650.597167334884,4415781053.64339,1820435720.93728,2595345338.429688
2014-06-10,656.724655188855,4426689145.51784,1840144654.21701,2586544498.977976
2014-06-11,637.564452522189,4432945016.6295,1852806171.42669,2580138816.545959
2014-06-12,596.478601865419,4496509066.77175,1827234305.70131,2669274780.659705
2014-06-13,604.732318935248,4502741844.39407,1834090674.80447,2668651244.118042
2014-06-14,573.141396313358,4502373736.69599,1838954487.37298,2663419301.150717
2014-06-15,593.920477013976,4506032491.07574,1860925880.56493,2645106651.8231688
2014-06-16,591.036048107085,4510319097.64247,1870854708.60294,2639464436.5648856
2014-06-17,613.965632412383,4515000499.09075,1877929974.36878,2637070562.260105
2014-06-18,608.313569150799,4518604678.40603,1904694092.99418,2613910579.438044
2014-06-19,596.956806152859,4520381232.95654,1930159691.0876,2590221611.879291
2014-06-20,591.938977873436,4523556922.52706,1944251007.56475,2579305919.9305882
2014-06-21,595.32859959483,4526996929.19094,1951115717.24367,2575881188.1292453
2014-06-22,603.349486325387,4531153072.1347,1953379852.06752,2577773219.709902
2014-06-23,591.297419330408,4535452404.10636,1956980787.17142,2578471671.411926
2014-06-24,580.451965284948,4540174357.81839,1963178071.65127,2576996274.846695
2014-06-25,566.734044843783,4541162825.84325,1971251541.6388,2569911316.8021193
2014-06-26,582.244195106148,4547888529.68837,1977684523.37688,2570204012.533383
2014-06-27,604.313184303073,4554194457.09878,1983722896.81952,2570471501.42091
2014-06-28,595.842643566275,4557343535.6317,1995787028.70327,2561556440.296736
2014-06-29,601.233282002367,4568087392.7148,2000208992.04244,2567878452.591952
2014-06-30,640.811450154161,4579601178.4263,2003718031.39438,2575883159.097667
2014-07-01,641.702926073277,4587836903.36877,2018801960.38088,2569034919.815024
2014-07-02,654.638678058191,4603076337.34671,2023227462.72052,2579848873.176983
2014-07-03,644.638854458211,4611599595.071,2029122327.03151,2582477293.401644
2014-07-04,631.950545601913,4615672798.19598,2037115341.18619,2578557374.0359993
2014-07-05,631.62802302674,4619588603.55108,2042329387.93649,2577259161.92132
2014-07-06,637.272241944862,4623424581.97692,2047723321.53002,2575701332.259484
2014-07-07,621.540798351775,4627054387.7301,2055211039.626,2571843265.57355
2014-07-08,625.698704966266,4630042090.54142,2061063970.41748,2568978112.629096
2014-07-09,624.273645141518,4639289705.78458,2070801229.68341,2568488576.049808
2014-07-10,616.224397928506,4643260623.95352,2140852773.49402,2502407897.927503
2014-07-11,635.986130872417,4647929052.77333,2176603969.82357,2471325007.551924
2014-07-12,636.214094287588,4651997359.85103,2190252785.69924,2461744620.202766
2014-07-13,629.606558432338,4655470396.8304,2201327895.58186,2454142428.425935
