date,btc_price,realized_cap_usd,lth_realized_cap_usd,sth_realized_cap_usd
2010-09-17,0.0597976861530533,211233.384,109441.11928,101802.455244
2010-09-18,0.061,211936.835,109798.49978,102156.293947
2010-09-19,0.0627,212647.944,110048.52528,102612.49961200001
2010-09-20,0.0621,213263.064,110484.23408,102783.308779
2010-09-21,0.06265,213837.5665,110759.29184,103060.507062
2010-09-22,0.0622,214377.1685,111113.28834,103270.31135300001
2010-09-23,0.06231,215156.8555,111360.54128,103779.810855
2010-09-24,0.0622,215839.8125,112094.63001,103764.424144
2010-09-25,0.06202,216549.859,112283.41461,104273.508277
2010-09-26,0.06202171,217214.327,112855.06004,104341.471439
2010-09-27,0.0622009295539808,218107.782,112306.73679,105810.776624
2010-09-28,0.0619,219371.264,110164.88567,109205.39816699999
