date,btc_price,trend_bitcoin,trend_crypto,trend_ethereum,trend_nft,wiki_bitcoin,wiki_cryptocurrency,wiki_ethereum,wiki_blockchain
2010-09-13,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-14,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-15,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-16,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-17,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-18,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-19,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-20,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-21,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-22,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-23,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-24,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-25,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-26,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-27,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-28,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-29,0.06,0.0,0.0,0.0,0.0,,,,
2010-09-30,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-01,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-02,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-03,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-04,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-05,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-06,0.06,0.0,0.0,0.0,0.0,,,,
2010-10-07,0.07,0.0,0.0,0.0,0.0,,,,
2010-10-08,0.08,0.0,0.0,0.0,0.0,,,,
2010-10-09,0.09,0.0,0.0,0.0,0.0,,,,
2010-10-10,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-11,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-12,0.09,0.0,0.0,0.0,0.0,,,,
2010-10-13,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-14,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-15,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-16,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-17,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-18,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-19,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-20,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-21,0.11,0.0,0.0,0.0,0.0,,,,
2010-10-22,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-23,0.1,0.0,0.0,0.0,0.0,,,,
2010-10-24,0.12,0.0,0.0,0.0,0.0,,,,
2010-10-25,0.13,0.0,0.0,0.0,0.0,,,,
2010-10-26,0.15,0.0,0.0,0.0,0.0,,,,
2010-10-27,0.19,0.0,0.0,0.0,0.0,,,,
2010-10-28,0.17,0.0,0.0,0.0,0.0,,,,
2010-10-29,0.19,0.0,0.0,0.0,0.0,,,,
2010-10-30,0.2,0.0,0.0,0.0,0.0,,,,
2010-10-31,0.19,0.0,0.0,0.0,0.0,,,,
2010-11-01,0.19,0.0,0.0,0.0,0.0,,,,
2010-11-02,0.19,0.0,0.0,0.0,0.0,,,,
2010-11-03,0.19,0.0,0.0,0.0,0.0,,,,
2010-11-04,0.23,0.0,0.0,0.0,0.0,,,,
2010-11-05,0.26,0.0,0.0,0.0,0.0,,,,
2010-11-06,0.39,0.0,0.0,0.0,0.0,,,,
2010-11-07,0.34,0.0,0.0,0.0,0.0,,,,
2010-11-08,0.24,0.0,0.0,0.0,0.0,,,,
2010-11-09,0.22,0.0,0.0,0.0,0.0,,,,
2010-11-10,0.23,0.0,0.0,0.0,0.0,,,,
2010-11-11,0.22,0.0,0.0,0.0,0.0,,,,
2010-11-12,0.27,0.0,0.0,0.0,0.0,,,,
2010-11-13,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-14,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-15,0.27,0.0,0.0,0.0,0.0,,,,
2010-11-16,0.22,0.0,0.0,0.0,0.0,,,,
2010-11-17,0.23,0.0,0.0,0.0,0.0,,,,
2010-11-18,0.27,0.0,0.0,0.0,0.0,,,,
2010-11-19,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-20,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-21,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-22,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-23,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-24,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-25,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-26,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-27,0.28,0.0,0.0,0.0,0.0,,,,
2010-11-28,0.27,0.0,0.0,0.0,0.0,,,,
2010-11-29,0.23,0.0,0.0,0.0,0.0,,,,
2010-11-30,0.21,0.0,0.0,0.0,0.0,,,,
2010-12-01,0.23,0.0,0.0,0.0,0.0,,,,
2010-12-02,0.26,0.0,0.0,0.0,0.0,,,,
2010-12-03,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-04,0.21,0.0,0.0,0.0,0.0,,,,
2010-12-05,0.2,0.0,0.0,0.0,0.0,,,,
2010-12-06,0.2,0.0,0.0,0.0,0.0,,,,
2010-12-07,0.23,0.0,0.0,0.0,0.0,,,,
2010-12-08,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-09,0.2,0.0,0.0,0.0,0.0,,,,
2010-12-10,0.2,0.0,0.0,0.0,0.0,,,,
2010-12-11,0.23,0.0,0.0,0.0,0.0,,,,
2010-12-12,0.22,0.0,0.0,0.0,0.0,,,,
2010-12-13,0.23,0.0,0.0,0.0,0.0,,,,
2010-12-14,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-15,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-16,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-17,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-18,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-19,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-20,0.27,0.0,0.0,0.0,0.0,,,,
2010-12-21,0.24,0.0,0.0,0.0,0.0,,,,
2010-12-22,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-23,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-24,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-25,0.25,0.0,0.0,0.0,0.0,,,,
2010-12-26,0.26,0.0,0.0,0.0,0.0,,,,
2010-12-27,0.27,0.0,0.0,0.0,0.0,,,,
2010-12-28,0.28,0.0,0.0,0.0,0.0,,,,
2010-12-29,0.3,0.0,0.0,0.0,0.0,,,,
2010-12-30,0.3,0.0,0.0,0.0,0.0,,,,
2010-12-31,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-01,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-02,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-03,0.29,0.0,0.0,0.0,0.0,,,,
2011-01-04,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-05,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-06,0.3,0.0,0.0,0.0,0.0,,,,
2011-01-07,0.32,0.0,0.0,0.0,0.0,,,,
2011-01-08,0.32,0.0,0.0,0.0,0.0,,,,
2011-01-09,0.32,0.0,0.0,0.0,0.0,,,,
2011-01-10,0.33,0.0,0.0,0.0,0.0,,,,
2011-01-11,0.33,0.0,0.0,0.0,0.0,,,,
2011-01-12,0.32,0.0,0.0,0.0,0.0,,,,
2011-01-13,0.32,0.0,0.0,0.0,0.0,,,,
2011-01-14,0.4,0.0,0.0,0.0,0.0,,,,
2011-01-15,0.39,0.0,0.0,0.0,0.0,,,,
2011-01-16,0.39,0.0,0.0,0.0,0.0,,,,
2011-01-17,0.35,0.0,0.0,0.0,0.0,,,,
2011-01-18,0.31,0.0,0.0,0.0,0.0,,,,
2011-01-19,0.31,0.0,0.0,0.0,0.0,,,,
2011-01-20,0.39,0.0,0.0,0.0,0.0,,,,
2011-01-21,0.42,0.0,0.0,0.0,0.0,,,,
2011-01-22,0.44,0.0,0.0,0.0,0.0,,,,
2011-01-23,0.44,0.0,0.0,0.0,0.0,,,,
2011-01-24,0.42,0.0,0.0,0.0,0.0,,,,
2011-01-25,0.41,0.0,0.0,0.0,0.0,,,,
2011-01-26,0.42,0.0,0.0,0.0,0.0,,,,
2011-01-27,0.42,0.0,0.0,0.0,0.0,,,,
2011-01-28,0.45,0.0,0.0,0.0,0.0,,,,
2011-01-29,0.44,0.0,0.0,0.0,0.0,,,,
2011-01-30,0.48,0.0,0.0,0.0,0.0,,,,
2011-01-31,0.53,0.0,0.0,0.0,0.0,,,,
2011-02-01,0.7,0.0,0.0,0.0,0.0,,,,
2011-02-02,0.72,0.0,0.0,0.0,0.0,,,,
2011-02-03,0.69,0.0,0.0,0.0,0.0,,,,
2011-02-04,0.81,0.0,0.0,0.0,0.0,,,,
2011-02-05,0.91,0.0,0.0,0.0,0.0,,,,
2011-02-06,0.9,0.0,0.0,0.0,0.0,,,,
2011-02-07,0.89,0.0,0.0,0.0,0.0,,,,
2011-02-08,0.92,0.0,0.0,0.0,0.0,,,,
2011-02-09,1.09,0.0,0.0,0.0,0.0,,,,
2011-02-10,0.98,0.0,0.0,0.0,0.0,,,,
2011-02-11,1.07,0.0,0.0,0.0,0.0,,,,
2011-02-12,1.08,0.0,0.0,0.0,0.0,,,,
2011-02-13,1.05,0.0,0.0,0.0,0.0,,,,
2011-02-14,1.07,0.0,0.0,0.0,0.0,,,,
2011-02-15,1.05,0.0,0.0,0.0,0.0,,,,
2011-02-16,1.02,0.0,0.0,0.0,0.0,,,,
2011-02-17,1.04,0.0,0.0,0.0,0.0,,,,
2011-02-18,0.9,0.0,0.0,0.0,0.0,,,,
2011-02-19,0.95,0.0,0.0,0.0,0.0,,,,
2011-02-20,0.86,0.0,0.0,0.0,0.0,,,,
2011-02-21,0.83,0.0,0.0,0.0,0.0,,,,
2011-02-22,0.87,0.0,0.0,0.0,0.0,,,,
2011-02-23,0.9,0.0,0.0,0.0,0.0,,,,
2011-02-24,0.99,0.0,0.0,0.0,0.0,,,,
2011-02-25,0.91,0.0,0.0,0.0,0.0,,,,
2011-02-26,0.96,0.0,0.0,0.0,0.0,,,,
2011-02-27,0.89,0.0,0.0,0.0,0.0,,,,
2011-02-28,0.86,0.0,0.0,0.0,0.0,,,,
2011-03-01,0.92,0.0,0.0,0.0,0.0,,,,
2011-03-02,0.94,0.0,0.0,0.0,0.0,,,,
2011-03-03,0.94,0.0,0.0,0.0,0.0,,,,
2011-03-04,0.9,0.0,0.0,0.0,0.0,,,,
2011-03-05,0.91,0.0,0.0,0.0,0.0,,,,
2011-03-06,0.89,0.0,0.0,0.0,0.0,,,,
2011-03-07,0.89,0.0,0.0,0.0,0.0,,,,
2011-03-08,0.87,0.0,0.0,0.0,0.0,,,,
2011-03-09,0.86,0.0,0.0,0.0,0.0,,,,
2011-03-10,0.93,0.0,0.0,0.0,0.0,,,,
2011-03-11,0.88,0.0,0.0,0.0,0.0,,,,
2011-03-12,0.92,0.0,0.0,0.0,0.0,,,,
2011-03-13,0.89,0.0,0.0,0.0,0.0,,,,
2011-03-14,0.89,0.0,0.0,0.0,0.0,,,,
2011-03-15,0.87,0.0,0.0,0.0,0.0,,,,
2011-03-16,0.86,0.0,0.0,0.0,0.0,,,,
2011-03-17,0.83,0.0,0.0,0.0,0.0,,,,
2011-03-18,0.82,0.0,0.0,0.0,0.0,,,,
2011-03-19,0.77,0.0,0.0,0.0,0.0,,,,
2011-03-20,0.75,0.0,0.0,0.0,0.0,,,,
2011-03-21,0.76,0.0,0.0,0.0,0.0,,,,
2011-03-22,0.81,0.0,0.0,0.0,0.0,,,,
2011-03-23,0.85,0.0,0.0,0.0,0.0,,,,
2011-03-24,0.87,0.0,0.0,0.0,0.0,,,,
