date,btc_price,supply_0-1d,realized_cap_0-1d,supply_1d-1w,realized_cap_1d-1w,supply_1w-1m,realized_cap_1w-1m,supply_1m-3m,realized_cap_1m-3m,supply_3m-6m,realized_cap_3m-6m,supply_6m-12m,realized_cap_6m-12m,supply_1y-2y,realized_cap_1y-2y,supply_2y-3y,realized_cap_2y-3y,supply_3y-5y,realized_cap_3y-5y,supply_5y-7y,realized_cap_5y-7y,supply_7y-10y,realized_cap_7y-10y,supply_10y+,realized_cap_10y+
2009-03-15,,1.6201264488935718,1.6201264488935723,8.9304531085353,8.930453108535302,34.74710221285563,34.74710221285564,54.70231822971551,54.70231822971549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-16,,2.2040710488785162,2.2040710488785167,8.803319071697134,8.803319071697134,33.50187994295345,33.50187994295346,55.490729936470906,55.490729936470885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-17,,1.456496742046761,1.4564967420467612,9.594991695413311,9.594991695413313,32.59230867509901,32.59230867509902,56.35620288744092,56.3562028874409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-18,,1.6118876715778867,1.6118876715778867,9.38168996348067,9.381689963480671,31.645888427150226,31.645888427150233,57.360533937791224,57.3605339377912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-19,,1.5254867915168049,1.525486791516805,9.413369713506139,9.413369713506139,31.204266402083586,31.20426640208359,57.85687709289348,57.856877092893455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,,1.6012712382349346,1.6012712382349346,9.13091309130913,9.13091309130913,30.851974086297513,30.851974086297517,58.415841584158436,58.415841584158414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-21,,0.7775482930385128,0.7775482930385129,9.318430324383426,9.318430324383428,30.591665654233992,30.591665654233996,59.31235572834408,59.31235572834406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-22,,1.55688622754491,1.5568862275449102,8.263473053892215,8.263473053892216,29.999999999999993,30.0,60.17964071856289,60.179640718562865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-23,,1.5330188679245282,1.5330188679245282,7.712264150943395,7.712264150943396,30.188679245283012,30.18867924528302,60.566037735849065,60.566037735849044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-24,,1.234711706464764,1.2347117064647641,7.885847408270237,7.885847408270238,29.668025626092014,29.66802562609202,61.211415259172995,61.211415259172966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
