date,btc_price,total_oi,circulating_supply_btc,market_cap_usd,oi_mcap_pct,oi_mcap_ma30,oi_mcap_ma90,oi_mcap_pctile_1y
2023-10-25,34507.408481829,14289769365.0,19523852.294966992,673717546281.3206,2.1210326855630237,2.1956535737444285,2.2435591782443964,11.78082191780822
2023-10-26,34162.9502605681,14768553986.0,19524789.79496759,667024422613.5254,2.2140949394527514,2.1965840566593973,2.2409132063393216,27.397260273972602
2023-10-27,33948.0095841118,14887927556.0,19525752.294967327,662860426046.5438,2.246012429010903,2.19803432614037,2.2385653898415923,35.89041095890411
2023-10-28,34116.3111958282,14528663536.0,19526752.29496674,666180757938.9377,2.180889099971828,2.2001259596854954,2.2354907790189036,23.28767123287671
2023-10-29,34561.3615527494,14727479521.0,19527608.54496726,674900739183.172,2.1821697126639057,2.1981126403015474,2.232531781774808,23.56164383561644
2023-10-30,34467.5972381937,15241871028.0,19528583.54496803,673103352260.3751,2.2644176376206815,2.20126718053526,2.230534735613143,40.0
2023-10-31,34677.694888327,14998758949.0,19529552.294967625,677239855790.5137,2.214689348353927,2.205579678954215,2.2275193571929353,28.493150684931507
2023-11-01,35441.3187280536,15129681730.0,19530483.54496769,692186092230.206,2.1857823928898292,2.2061101635105747,2.224831946089714,24.10958904109589
2023-11-02,34968.0403739042,15309873160.0,19531383.544967864,682974208358.6444,2.241647337868498,2.208907346035291,2.2226064623097193,35.342465753424655
2023-11-03,34760.1091460429,15069726750.0,19532233.544967383,678942569889.0667,2.2195878441474455,2.210758418555344,2.2197196498147704,31.506849315068493
2023-11-04,35120.5284980712,14912997564.0,19533283.544968247,686019241401.9626,2.1738453769202595,2.209537017722312,2.2164419323045577,22.19178082191781
2023-11-05,35113.2054948287,15152359557.0,19534302.29496795,685911970681.3135,2.2090822444677887,2.2111777645584647,2.2140066808587466,27.671232876712327
2023-11-06,35066.7201316785,15340103316.0,19535096.044968087,685031745754.3555,2.239327361260829,2.210952887760111,2.2122535469181077,35.89041095890411
2023-11-07,35444.1351966701,15367477773.0,19535927.2949677,692434048235.1527,2.2193417282365004,2.2092658103460163,2.208624050966229,31.506849315068493
2023-11-08,35665.3088145711,15795375037.0,19536858.54496821,696788093272.8834,2.266883603422031,2.2084669415361575,2.2056952435751955,43.83561643835616
2023-11-09,36730.3636407603,16200508055.0,19537752.294968583,717628746517.295,2.2575054488302277,2.2084228901962275,2.20277024627175,40.821917808219176
2023-11-10,37283.1547837519,15927878488.0,19538714.794968374,728464927976.3892,2.1864990168087064,2.2056456366119415,2.199318004843053,24.93150684931507
2023-11-11,37160.9490354781,15974847980.0,19539714.79496756,726114345663.5669,2.200045774526218,2.2026363790992796,2.1960433135552786,26.027397260273972
2023-11-12,37036.8372171169,15989791375.0,19540721.044967964,723726504447.569,2.209369323458071,2.2015232198319916,2.193231468806756,28.493150684931507
2023-11-13,36488.7600423475,16101741043.0,19541477.294968497,713044275889.0874,2.258168473889354,2.202090514856409,2.191081972605824,42.19178082191781
2023-11-14,35579.8878979973,15872422009.0,19542339.794967797,695314259169.5258,2.2827695246690056,2.2040193411406026,2.1880968480077696,46.3013698630137
2023-11-15,37906.3519401157,15152015853.0,19543264.794967394,740813873376.9072,2.045320207615907,2.2002140742416283,2.18043461525618,1.643835616438356
2023-11-16,36188.2628329782,16254382594.0,19544189.79496768,707270277157.9008,2.2981854488946873,2.2055496140040147,2.180064633137433,49.589041095890416
2023-11-17,36640.7340121362,15791413044.0,19545127.29496863,716147810448.2887,2.2050494065065998,2.205240225047817,2.179473675680094,28.21917808219178
2023-11-18,36605.1469342481,15443023085.0,19546058.544967495,715486345023.9508,2.1583952219916993,2.2055070027968506,2.1788269702047165,19.726027397260275
2023-11-19,37389.203113183,15495680782.0,19547121.044968147,730851279028.288,2.120223529279783,2.2045203131324853,2.1774066714750524,11.78082191780822
2023-11-20,37492.7364404784,15965884596.0,19548158.54496871,732913956223.1976,2.1784118668273575,2.2026638132060157,2.176663817929651,24.10958904109589
2023-11-21,35805.7114825636,16188227671.0,19549108.544967256,699969740302.4163,2.312703926887755,2.20203431780096,2.178757730414282,53.15068493150685
2023-11-22,37424.6537780368,15372250857.0,19549996.044968408,731651833344.9314,2.101033600465657,2.202517179873159,2.178301675056007,8.767123287671232
2023-11-23,37312.4932675321,16036158167.0,19550914.794967428,729493376661.3159,2.1982595976940797,2.2063581370065104,2.179164051413543,27.397260273972602
2023-11-24,37750.2572947509,16282088112.0,19551964.79496794,738091701627.9513,2.205970894414321,2.209189410634887,2.180620802192097,30.136986301369863
2023-11-25,37814.6744112666,16281591711.0,19552958.54496761,739388761154.9432,2.2020339727057467,2.208787378409987,2.181935113090388,28.767123287671232
2023-11-26,37474.1227666724,16487480063.0,19553871.04496783,732764164102.8052,2.2500390808804402,2.2089216001389715,2.183556316558075,42.73972602739726
2023-11-27,37264.7309086672,16335130394.0,19554683.54496776,728700020307.366,2.241681067486431,2.2109479990561245,2.1865856210726418,40.273972602739725
2023-11-28,37835.2499687928,16384414345.0,19555602.29496687,739891101120.3696,2.214435924447548,2.212023539448913,2.1865418266295586,32.602739726027394
2023-11-29,37871.2213851124,16686632242.0,19556452.29496704,740626734370.0863,2.25304211522856,2.2116443553691756,2.1864009600407717,44.38356164383562
2023-11-30,37742.813686119,16694347928.0,19557289.794966232,738147144936.8469,2.26165582872075,2.2132099047147364,2.1883902419972254,46.57534246575342
2023-12-01,38697.8181192782,16332796991.0,19558346.0449675,756865317962.0564,2.1579528884977663,2.212282254568334,2.1893966946540115,20.0
2023-12-02,39467.4019032871,17718251486.0,19559139.79496709,771948431170.5426,2.295263617432704,2.214069463887141,2.1919334151385157,52.87671232876713
2023-12-03,39991.9547880374,17674722682.0,19560171.044967107,782249476076.6029,2.2594738919670654,2.215398998814462,2.1937480409857892,46.849315068493155
2023-12-04,41998.4912785941,17755102038.0,19561139.79496679,821538359078.2727,2.1612018284721835,2.2149775471995254,2.1947426820977887,21.643835616438356
2023-12-05,44106.8575235394,19035388452.0,19562002.294967294,862818448099.2732,2.2061870019044667,2.214881039114082,2.196003111822132,31.232876712328768
2023-12-06,43781.6910768042,19550491613.0,19562852.294965222,856494755759.3174,2.282616616334994,2.2163240142832206,2.1984098712381663,51.23287671232877
2023-12-07,43309.2920621813,19063123359.0,19563571.044966105,847284412165.6705,2.249908423344458,2.2173429041201524,2.199673877045892,44.109589041095894
2023-12-08,44191.4048992984,18947739677.0,19564414.79496628,864578975822.1791,2.19155683944101,2.214832011987452,2.20053442763614,27.123287671232877
2023-12-09,43731.0428026967,19010181579.0,19565396.044965923,855615171894.1174,2.221814456248622,2.2136423122347315,2.2017073106544487,37.80821917808219
2023-12-10,43811.7674571301,18855288831.0,19566271.044965696,857232917025.2151,2.199552590261228,2.214077431349816,2.202248226618112,28.493150684931507
2023-12-11,41264.0700336181,19042595469.0,19567258.54496554,807424726965.3702,2.3584360043777455,2.2193571056781995,2.2047218444266754,62.465753424657535
2023-12-12,41482.5474755058,17952580273.0,19568158.544967294,811737065849.8303,2.2116250480942297,2.2194322964994053,2.2059438831739673,33.15068493150685
2023-12-13,42887.6320917721,17986173830.0,19569089.794965994,839271923497.3535,2.1430686916165755,2.2155956370903125,2.205951752112235,16.43835616438356
2023-12-14,43049.880512803,17730776864.0,19570002.294965163,842486260433.5308,2.1045775695945483,2.2096559052544973,2.2049281641189724,9.863013698630137
2023-12-15,41947.0388823196,17853969513.0,19571021.044965822,820946380739.8765,2.174803364978495,2.213972010499917,2.2050556425055157,24.65753424657534
2023-12-16,42257.2688987908,17227406812.0,19571971.044965416,827058043326.451,2.0829743391057387,2.206798306840285,2.204220250699551,6.301369863013699
2023-12-17,41356.0030170296,17259023025.0,19572908.54496569,809457264837.6455,2.1321722312865616,2.204369067666284,2.2041985489585203,14.520547945205479
2023-12-18,42674.1990190121,16960521281.0,19573958.544965554,835303002537.7526,2.030463344375857,2.200104671745756,2.202912212083536,1.643835616438356
2023-12-19,42292.5183668724,17322381266.0,19574971.04496617,827874822450.227,2.092391361139799,2.1991769328077564,2.201476518190746,8.21917808219178
2023-12-20,43681.5398780004,17560153624.0,19575877.294965107,855104464706.861,2.053568230405604,2.195015478260365,2.199380450213897,2.191780821917808
2023-12-21,43884.4164563142,18512289968.0,19576789.794964805,859115996239.9573,2.1548068071158792,2.1897522409346357,2.198232723558362,20.273972602739725
2023-12-22,44028.1877377527,18881907903.0,19577839.79496642,861976805992.4272,2.1905354960520693,2.1927356374541827,2.198515186184807,29.589041095890412
2023-12-23,43761.49796539,18654699303.0,19578839.794965435,856799357852.0767,2.177254118136333,2.192035454802258,2.198330325568913,27.123287671232877
2023-12-24,43043.6663501508,18501476788.0,19579908.5449663,842791050575.996,2.195262606948113,2.191678511886717,2.1988404987553443,30.958904109589042
2023-12-25,43611.5247374747,18226446264.0,19580777.29496643,853947553378.4114,2.1343753714021454,2.1894232251765975,2.1982648867486607,16.164383561643834
2023-12-26,42539.1184136361,18490157988.0,19581646.044965524,832985959840.6974,2.2197442549375155,2.1884133976451663,2.1984564413081693,41.369863013698634
2023-12-27,43471.753257475,18438230967.0,19582452.294966716,851283534343.0681,2.1659329968397314,2.185888461956943,2.1989874735661874,25.205479452054796
2023-12-28,42605.1593740229,18532290557.0,19583208.54496661,834345721113.0294,2.2211764365828652,2.1861131456947875,2.198749775148416,42.19178082191781
2023-12-29,42092.6334867548,18308520654.0,19584152.294966314,824348544700.8049,2.220968396401431,2.1850440217338827,2.199318519212773,42.19178082191781
