date,event,btc_price
10/24/2010,,0.11501
10/25/2010,,0.132
10/26/2010,,0.1503
10/27/2010,,0.1877
10/28/2010,,0.1731
10/29/2010,,0.19
10/30/2010,,0.1989
10/31/2010,,0.1925
11/1/2010,,0.194901786
11/2/2010,,0.1938
11/3/2010,,0.1931
11/4/2010,,0.23
11/5/2010,,0.26039
11/6/2010,,0.39
11/7/2010,,0.34
11/8/2010,,0.243
11/9/2010,,0.21568652
11/10/2010,,0.232668329
11/11/2010,,0.2231
11/12/2010,,0.2682
11/13/2010,,0.276
11/14/2010,,0.27904
11/15/2010,,0.2682
11/16/2010,,0.224119052
11/17/2010,,0.232562394
11/18/2010,,0.2678
11/19/2010,,0.276929091
11/20/2010,,0.28301
11/21/2010,,0.27675
11/22/2010,,0.284791868
11/23/2010,,0.28295
11/24/2010,,0.282951447
11/25/2010,,0.28
11/26/2010,,0.2844
11/27/2010,,0.283
11/28/2010,,0.27
11/29/2010,,0.2299
11/30/2010,,0.2082
12/1/2010,,0.2275
12/2/2010,,0.255
12/3/2010,,0.25105
12/4/2010,,0.205150841
12/5/2010,,0.19952381
12/6/2010,,0.204
12/7/2010,,0.233080271
12/8/2010,,0.2388
12/9/2010,,0.2
12/10/2010,,0.203990716
12/11/2010,,0.227883816
12/12/2010,,0.219808333
12/13/2010,,0.2299
12/14/2010,,0.24669
12/15/2010,,0.239278625
12/16/2010,,0.24996
12/17/2010,,0.24
12/18/2010,,0.241
12/19/2010,,0.2401
12/20/2010,,0.267
12/21/2010,,0.24
12/22/2010,,0.25
12/23/2010,,0.25
12/24/2010,,0.248
12/25/2010,,0.2499
12/26/2010,,0.2642
12/27/2010,,0.265
12/28/2010,,0.280577623
12/29/2010,,0.299743226
12/30/2010,,0.3
12/31/2010,,0.3
1/1/2011,,0.3
1/2/2011,,0.29997
1/3/2011,,0.295
1/4/2011,,0.29895
1/5/2011,,0.298951384
1/6/2011,,0.298
1/7/2011,,0.32
1/8/2011,,0.3229
1/9/2011,,0.323
1/10/2011,,0.32659
1/11/2011,,0.32659
1/12/2011,,0.3188
1/13/2011,,0.3176
1/14/2011,,0.4
1/15/2011,,0.38603004
1/16/2011,,0.38679
1/17/2011,,0.3495
1/18/2011,,0.31299
1/19/2011,,0.31299
1/20/2011,,0.39
1/21/2011,,0.419906954
1/22/2011,,0.444131667
1/23/2011,,0.4424
1/24/2011,,0.4199
1/25/2011,,0.41
1/26/2011,,0.41537167
1/27/2011,,0.4212
1/28/2011,,0.446
1/29/2011,,0.439
1/30/2011,,0.4799
1/31/2011,,0.529593783
2/1/2011,,0.704562245
2/2/2011,,0.716
2/3/2011,,0.69314573
2/4/2011,,0.811
2/5/2011,,0.913027023
2/6/2011,,0.898334645
2/7/2011,,0.89
2/8/2011,,0.918
2/9/2011,,1.09
2/10/2011,,0.98031
2/11/2011,,1.070006291
2/12/2011,,1.079588525
2/13/2011,,1.05
2/14/2011,,1.074001858
2/15/2011,,1.05
2/16/2011,,1.02443582
2/17/2011,,1.04
2/18/2011,,0.8989
2/19/2011,,0.94898
2/20/2011,,0.863684677
2/21/2011,,0.8345
2/22/2011,,0.87023
2/23/2011,,0.9
2/24/2011,,0.991893487
2/25/2011,,0.911130113
2/26/2011,,0.958
2/27/2011,,0.89
2/28/2011,,0.862066387
3/1/2011,,0.920212695
3/2/2011,,0.9399
3/3/2011,,0.93909
3/4/2011,,0.9011152
3/5/2011,,0.9103
3/6/2011,,0.890922681
3/7/2011,,0.88502
3/8/2011,,0.86999
3/9/2011,,0.861898157
3/10/2011,,0.9329
3/11/2011,,0.88
3/12/2011,,0.918
3/13/2011,,0.89249
3/14/2011,,0.8949
3/15/2011,,0.871462115
3/16/2011,,0.859995763
3/17/2011,,0.82542
3/18/2011,,0.815853876
3/19/2011,,0.765
3/20/2011,,0.746251738
3/21/2011,,0.75897
3/22/2011,,0.80901
3/23/2011,,0.84971
3/24/2011,,0.86688
3/25/2011,,0.88377
3/26/2011,,0.8552
3/27/2011,,0.823076575
3/28/2011,,0.79898
3/29/2011,,0.7925
3/30/2011,,0.7897
3/31/2011,,0.78461
4/1/2011,,0.77411
4/2/2011,,0.78199
4/3/2011,,0.779
4/4/2011,,0.68
4/5/2011,,0.71
4/6/2011,,0.74
4/7/2011,,0.7538
4/8/2011,,0.749978098
4/9/2011,,0.73334685
4/10/2011,,0.7369
4/11/2011,,0.77
4/12/2011,,0.86
4/13/2011,,0.9225
4/14/2011,,0.9975
4/15/2011,,0.9899095
4/16/2011,,1.0499
4/17/2011,,1.13344696
4/18/2011,,1.16199
4/19/2011,,1.197592797
4/20/2011,,1.1421
4/21/2011,,1.21
4/22/2011,,1.40901
4/23/2011,,1.693312235
4/24/2011,,1.63075833
4/25/2011,,1.559
4/26/2011,,1.794805922
4/27/2011,,1.9
4/28/2011,,2.21059
4/29/2011,,2.88
4/30/2011,,3.502720073
5/1/2011,,3.03311
5/2/2011,,3.2
5/3/2011,,3.402513289
5/4/2011,,3.40609
5/5/2011,,3.333
5/6/2011,,3.45059944
5/7/2011,,3.641
5/8/2011,,3.865834783
5/9/2011,,3.8
5/10/2011,,5.79279448
5/11/2011,,5.5
5/12/2011,,6.30019
5/13/2011,,8.194
5/14/2011,,7.062924042
5/15/2011,,6.98701
5/16/2011,,7.978511937
5/17/2011,,7.226054074
5/18/2011,,6.88
5/19/2011,,6.806242617
5/20/2011,,5.59039
5/21/2011,,6.119733052
5/22/2011,,6.6901
5/23/2011,,7.149980172
5/24/2011,,7.42
5/25/2011,,8.3997
5/26/2011,,8.791275295
5/27/2011,,8.5002
5/28/2011,,8.3001
5/29/2011,,8.405941667
5/30/2011,,8.8
5/31/2011,,8.741
6/1/2011,,9.57
6/2/2011,,10.60001153
6/3/2011,,14.29
6/4/2011,,18.80585786
6/5/2011,,16.60813923
6/6/2011,,18.45250776
6/7/2011,,23.88842346
6/8/2011,,29.6
6/9/2011,,28.92523949
6/10/2011,,23.9497
6/11/2011,,14.65110409
6/12/2011,,18.54644264
6/13/2011,,19.83567641
6/14/2011,,19.35356459
6/15/2011,,19.49
6/16/2011,,17.00307954
6/17/2011,,15.70982362
6/18/2011,,16.89
6/19/2011,,17.51
6/20/2011,,17.51
6/21/2011,,17.51
6/22/2011,,17.51
6/23/2011,,17.51
6/24/2011,,17.51
6/25/2011,,17.51
6/26/2011,,16.45000688
6/27/2011,,16.75008167
6/28/2011,,16.9498
6/29/2011,,16.847525
6/30/2011,,16.10114812
7/1/2011,,15.37497599
7/2/2011,,15.4
7/3/2011,,15.44049526
7/4/2011,,13.83027374
7/5/2011,,12.90691
7/6/2011,,14.78551603
7/7/2011,,14.77618845
7/8/2011,,14.31442024
7/9/2011,,14.38
7/10/2011,,14.8881161
7/11/2011,,14.20623399
7/12/2011,,14.00943
7/13/2011,,13.95099966
7/14/2011,,13.99551256
7/15/2011,,13.81
7/16/2011,,13.71902131
7/17/2011,,13.15937
7/18/2011,,13.46093645
7/19/2011,,13.86017725
7/20/2011,,13.71718772
7/21/2011,,13.60927736
7/22/2011,,13.69542
7/23/2011,,13.68
7/24/2011,,13.98001
7/25/2011,,13.98542063
7/26/2011,,13.88214
7/27/2011,,13.89110361
7/28/2011,,13.49011
7/29/2011,,13.49832
7/30/2011,,13.53184984
7/31/2011,,13.36967457
8/1/2011,,13.09623594
8/2/2011,,12.05
8/3/2011,,9.260077135
8/4/2011,,10.75
8/5/2011,,9.746791844
8/6/2011,,6.523486466
8/7/2011,,7.971460797
8/8/2011,,7.855386527
8/9/2011,,10.00514041
8/10/2011,,9.997698379
8/11/2011,,9.462396193
8/12/2011,,9.46051
8/13/2011,,10.13055714
8/14/2011,,10.77350141
8/15/2011,,11.14979
8/16/2011,,10.96409
8/17/2011,,10.94555
8/18/2011,,10.83105614
8/19/2011,,11.65
8/20/2011,,11.45226022
8/21/2011,,11.33412692
8/22/2011,,10.8945007
8/23/2011,,10.94000183
8/24/2011,,10.8506
8/25/2011,,9.821636087
8/26/2011,,8.179347248
8/27/2011,,8.590200047
8/28/2011,,9.070110004
8/29/2011,,8.969
8/30/2011,,8.811536349
8/31/2011,,8.2036541
9/1/2011,,8.21993899
9/2/2011,,8.638661124
9/3/2011,,8.479199596
9/4/2011,,8.179463721
9/5/2011,,7.649621872
9/6/2011,,6.863467205
9/7/2011,,7.186522584
9/8/2011,,6.526702112
9/9/2011,,5.031691294
9/10/2011,,4.773901346
9/11/2011,,4.895557224
9/12/2011,,6.054303543
9/13/2011,,5.800116893
9/14/2011,,5.619319301
9/15/2011,,4.826378009
9/16/2011,,4.819996263
9/17/2011,,4.770002564
9/18/2011,,5.230200741
9/19/2011,,5.460260393
9/20/2011,,6.112165191
9/21/2011,,5.652475968
9/22/2011,,5.435759495
9/23/2011,,5.550534076
9/24/2011,,5.468289688
9/25/2011,,5.330876404
9/26/2011,,4.869552619
9/27/2011,,4.91560524
9/28/2011,,4.780525811
9/29/2011,,4.788838815
9/30/2011,,5.140630369
10/1/2011,,5.032412613
10/2/2011,,5.02701089
10/3/2011,,5.024006281
10/4/2011,,4.960005586
10/5/2011,,4.870458202
10/6/2011,,4.734632031
10/7/2011,,4.272746508
10/8/2011,,4.007527454
10/9/2011,,4.102248067
10/10/2011,,4.101192017
10/11/2011,,3.951453017
10/12/2011,,4.150000921
10/13/2011,,4.046642923
10/14/2011,,3.995044354
10/15/2011,,3.842221322
10/16/2011,,3.563968608
10/17/2011,,2.564704429
10/18/2011,,2.419010056
10/19/2011,,2.269755034
10/20/2011,,2.352178047
10/21/2011,,2.569992086
10/22/2011,,3.138968669
10/23/2011,,3.160429607
10/24/2011,,2.546280394
10/25/2011,,2.763575445
10/26/2011,,2.771939334
10/27/2011,,3.040002863
10/28/2011,,3.189994949
10/29/2011,,3.582187255
10/30/2011,,3.269974482
10/31/2011,,3.247987601
11/1/2011,,3.150512826
11/2/2011,,3.254386848
11/3/2011,,3.152819141
11/4/2011,,3.109395759
11/5/2011,,2.970666805
11/6/2011,,2.959591285
11/7/2011,,3.00663243
11/8/2011,,3.038108189
11/9/2011,,2.950236438
11/10/2011,,2.853362245
11/11/2011,,3.077983871
11/12/2011,,3.030649561
11/13/2011,,2.996156944
11/14/2011,,2.205426084
11/15/2011,,2.328960636
11/16/2011,,2.559722907
11/17/2011,,2.250466764
11/18/2011,,2.050135283
11/19/2011,,2.196853398
11/20/2011,,2.200019088
11/21/2011,,2.291422701
11/22/2011,,2.329135109
11/23/2011,,2.332081295
11/24/2011,,2.432098413
11/25/2011,,2.499448169
11/26/2011,,2.470030094
11/27/2011,,2.479663403
11/28/2011,,2.549999043
11/29/2011,,2.752415627
11/30/2011,,2.970093547
12/1/2011,,3.060075733
12/2/2011,,3.112500718
12/3/2011,,2.793999161
12/4/2011,,2.828095074
12/5/2011,,2.87980232
12/6/2011,,3.031989624
12/7/2011,,2.990397873
12/8/2011,,2.980684941
12/9/2011,,2.967887855
12/10/2011,,3.053968178
12/11/2011,,3.251434317
12/12/2011,,3.139367949
12/13/2011,,3.249900416
12/14/2011,,3.149999222
12/15/2011,,3.199844575
12/16/2011,,3.199987207
12/17/2011,,3.200094087
12/18/2011,,3.192536971
12/19/2011,,3.523378713
12/20/2011,,3.938706013
12/21/2011,,3.889194816
12/22/2011,,3.903737042
12/23/2011,,3.94744043
12/24/2011,,3.940017917
12/25/2011,,4.225707455
12/26/2011,,4.01600746
12/27/2011,,4.073509781
12/28/2011,,4.185525552
12/29/2011,,4.166260447
12/30/2011,,4.251496736
12/31/2011,,4.706476657
1/1/2012,,5.271792598
1/2/2012,,5.216779185
1/3/2012,,4.880530925
1/4/2012,,5.583515242
1/5/2012,,6.933359672
1/6/2012,,6.696448706
1/7/2012,,6.808724736
1/8/2012,,7.112487883
1/9/2012,,6.325425
1/10/2012,,6.396081301
1/11/2012,,6.899143303
1/12/2012,,6.799987625
1/13/2012,,6.410556311
1/14/2012,,6.750188927
1/15/2012,,7.004332796
1/16/2012,,6.678472962
1/17/2012,,5.578882228
1/18/2012,,5.919514842
1/19/2012,,6.361009444
1/20/2012,,6.489874056
1/21/2012,,6.180578502
1/22/2012,,6.313023539
1/23/2012,,6.35733043
1/24/2012,,6.294558585
1/25/2012,,5.775448009
1/26/2012,,5.342642474
1/27/2012,,5.290187106
1/28/2012,,5.626673356
1/29/2012,,5.381502719
1/30/2012,,5.490309296
1/31/2012,,5.489899086
2/1/2012,,6.077409745
2/2/2012,,6.101192694
2/3/2012,,5.960333018
2/4/2012,,5.873446794
2/5/2012,,5.689107167
2/6/2012,,5.458769729
2/7/2012,,5.689544048
2/8/2012,,5.60010163
2/9/2012,,5.840418121
2/10/2012,,5.921458208
2/11/2012,,5.600883116
2/12/2012,,5.517397694
2/13/2012,,5.262902535
2/14/2012,,4.464674317
2/15/2012,,4.288820102
2/16/2012,,4.268689474
2/17/2012,,4.384931095
2/18/2012,,4.226989243
2/19/2012,,4.386692136
2/20/2012,,4.368248264
2/21/2012,,4.27878255
2/22/2012,,4.428815098
2/23/2012,,5.003767991
2/24/2012,,5.027178281
2/25/2012,,4.78826436
2/26/2012,,4.922043265
2/27/2012,,4.957509834
2/28/2012,,4.867956141
2/29/2012,,4.864704962
3/1/2012,,4.923891802
3/2/2012,,4.704989029
3/3/2012,,4.614367106
3/4/2012,,4.821333788
3/5/2012,,4.984137292
3/6/2012,,4.990767169
3/7/2012,,4.977328216
3/8/2012,,4.933212663
3/9/2012,,4.865090399
3/10/2012,,4.850963595
3/11/2012,,4.909417629
3/12/2012,,4.890043223
3/13/2012,,5.269432109
3/14/2012,,5.384635745
3/15/2012,,5.326569728
3/16/2012,,5.353450014
3/17/2012,,5.217416789
3/18/2012,,5.279432957
3/19/2012,,4.697026575
3/20/2012,,4.837906449
3/21/2012,,4.818061012
3/22/2012,,4.704306762
3/23/2012,,4.691397329
3/24/2012,,4.655145181
3/25/2012,,4.550011715
3/26/2012,,4.622751011
3/27/2012,,4.81500632
3/28/2012,,4.788678947
3/29/2012,,4.808216054
3/30/2012,,4.858456615
3/31/2012,,4.908732564
4/1/2012,,4.822854385
4/2/2012,,4.974002792
4/3/2012,,4.952128097
4/4/2012,,4.918262656
4/5/2012,,4.918994615
4/6/2012,,4.946672665
4/7/2012,,4.691461312
4/8/2012,,4.792524383
4/9/2012,,4.871909193
4/10/2012,,4.825519975
4/11/2012,,4.927785485
4/12/2012,,4.919694304
4/13/2012,,4.936289364
4/14/2012,,4.959704452
4/15/2012,,4.968919101
4/16/2012,,4.932011589
4/17/2012,,4.984994558
4/18/2012,,5.121308129
4/19/2012,,5.144779382
4/20/2012,,5.350090388
4/21/2012,,5.260143195
4/22/2012,,5.203526034
4/23/2012,,4.965825148
4/24/2012,,5.103942653
4/25/2012,,5.134534639
4/26/2012,,5.100055931
4/27/2012,,5.109618002
4/28/2012,,4.979405952
4/29/2012,,4.902874536
4/30/2012,,4.949103052
5/1/2012,,5.008419202
5/2/2012,,5.073428981
5/3/2012,,5.145100106
5/4/2012,,5.071452934
5/5/2012,,5.078858584
5/6/2012,,5.054810476
5/7/2012,,5.084064163
5/8/2012,,5.050021505
5/9/2012,,5.048017325
5/10/2012,,4.826163097
5/11/2012,,4.963700567
5/12/2012,,4.946209109
5/13/2012,,4.929970589
5/14/2012,,5.00594371
5/15/2012,,5.03540925
5/16/2012,,5.087306105
5/17/2012,,5.099798998
5/18/2012,,5.119561358
5/19/2012,,5.09950312
5/20/2012,,5.09001706
5/21/2012,,5.099892354
5/22/2012,,5.104050013
5/23/2012,,5.138809269
5/24/2012,,5.119022707
5/25/2012,,5.145458283
5/26/2012,,5.103074287
5/27/2012,,5.14075429
5/28/2012,,5.135552908
5/29/2012,,5.155395228
5/30/2012,,5.140961708
5/31/2012,,5.179071202
6/1/2012,,5.272432293
6/2/2012,,5.246954659
6/3/2012,,5.205135849
6/4/2012,,5.263184725
6/5/2012,,5.439685594
6/6/2012,,5.463127149
6/7/2012,,5.592024832
6/8/2012,,5.632995484
6/9/2012,,5.561995905
6/10/2012,,5.46868259
6/11/2012,,5.574992127
6/12/2012,,5.70042864
6/13/2012,,5.934838195
6/14/2012,,5.967958309
6/15/2012,,6.531264988
6/16/2012,,6.402057506
6/17/2012,,6.216658352
6/18/2012,,6.309708374
6/19/2012,,6.475620436
6/20/2012,,6.713400123
6/21/2012,,6.682116652
6/22/2012,,6.553775786
6/23/2012,,6.452636405
6/24/2012,,6.352125988
6/25/2012,,6.306928085
6/26/2012,,6.420530362
6/27/2012,,6.631270304
6/28/2012,,6.605882095
6/29/2012,,6.637773395
6/30/2012,,6.701477019
7/1/2012,,6.64009975
7/2/2012,,6.759988211
7/3/2012,,6.457938057
7/4/2012,,6.525544809
7/5/2012,,6.663828281
7/6/2012,,6.651206965
7/7/2012,,6.774239069
7/8/2012,,6.805784791
7/9/2012,,7.023186388
7/10/2012,,7.205657096
7/11/2012,,7.150134579
7/12/2012,,7.676120172
7/13/2012,,7.673201466
7/14/2012,,7.584641175
7/15/2012,,7.621013209
7/16/2012,,8.464164241
7/17/2012,,8.830272017
7/18/2012,,9.096243216
7/19/2012,,8.8669931
7/20/2012,,8.572175128
7/21/2012,,8.845757944
7/22/2012,,8.420371986
7/23/2012,,8.452124235
7/24/2012,,8.593633158
7/25/2012,,8.802861202
7/26/2012,,8.912463705
7/27/2012,,8.910819372
7/28/2012,,8.803714751
7/29/2012,,8.707469097
7/30/2012,,9.088361466
7/31/2012,,9.34287896
8/1/2012,,9.544694908
8/2/2012,,10.53523581
8/3/2012,,10.97791997
8/4/2012,,10.86149279
8/5/2012,,10.88188535
8/6/2012,,10.86460558
8/7/2012,,11.10000272
8/8/2012,,11.07273932
8/9/2012,,11.16825928
8/10/2012,,11.38639443
8/11/2012,,11.51099706
8/12/2012,,11.62394703
8/13/2012,,12.00848453
8/14/2012,,12.17382611
8/15/2012,,13.24752916
8/16/2012,,13.50587885
8/17/2012,,11.66106898
8/18/2012,,11.61264478
8/19/2012,,7.888430469
8/20/2012,,10.0896316
8/21/2012,,9.956501065
8/22/2012,,9.82052601
8/23/2012,,10.12637128
8/24/2012,,10.59945178
8/25/2012,,10.59169414
8/26/2012,,10.61636769
8/27/2012,,10.94619139
8/28/2012,,10.9400087
8/29/2012,,10.93337937
8/30/2012,,10.78728448
8/31/2012,,10.16041832
9/1/2012,,9.965476564
9/2/2012,,10.2204285
9/3/2012,,10.53001093
9/4/2012,,10.41031258
9/5/2012,,11.00091758
9/6/2012,,11.17984002
9/7/2012,,11.0171509
9/8/2012,,11.04060539
9/9/2012,,11.03386151
9/10/2012,,11.16893075
9/11/2012,,11.31023438
9/12/2012,,11.36487864
9/13/2012,,11.40763968
9/14/2012,,11.75477322
9/15/2012,,11.75633243
9/16/2012,,11.933343
9/17/2012,,11.87431455
9/18/2012,,12.33601791
9/19/2012,,12.54165589
9/20/2012,,12.29276041
9/21/2012,,12.36781646
9/22/2012,,12.21329537
9/23/2012,,12.16534711
9/24/2012,,12.09331009
9/25/2012,,12.08845222
9/26/2012,,12.26999029
9/27/2012,,12.30890171
9/28/2012,,12.38792002
9/29/2012,,12.36309852
9/30/2012,,12.38775261
10/1/2012,,12.3963781
10/2/2012,,12.83347059
10/3/2012,,12.8571831
10/4/2012,,12.84999551
10/5/2012,,12.69066042
10/6/2012,,12.50542901
10/7/2012,,11.80883622
10/8/2012,,11.77509706
10/9/2012,,11.89018499
10/10/2012,,12.11967424
10/11/2012,,12.03237252
10/12/2012,,11.99096746
10/13/2012,,11.86075906
10/14/2012,,11.75033396
10/15/2012,,11.86085318
10/16/2012,,11.85123284
10/17/2012,,11.8524925
10/18/2012,,11.94340866
10/19/2012,,11.74661804
10/20/2012,,11.7405958
10/21/2012,,11.70884259
10/22/2012,,11.77399912
10/23/2012,,11.67374754
10/24/2012,,11.65127378
10/25/2012,,10.84055508
10/26/2012,,10.17039897
10/27/2012,,10.30820393
10/28/2012,,10.70482106
10/29/2012,,10.59657982
10/30/2012,,10.88767429
10/31/2012,,11.19816817
11/1/2012,,10.57929501
11/2/2012,,10.41739559
11/3/2012,,10.64200902
11/4/2012,,10.79919963
11/5/2012,,10.74014277
11/6/2012,,10.88387172
11/7/2012,,10.93771018
11/8/2012,,10.9242796
11/9/2012,,10.81042042
11/10/2012,,10.834786
11/11/2012,,10.86593315
11/12/2012,,11.01714736
11/13/2012,,11.00531054
11/14/2012,,10.96287902
11/15/2012,,11.19597103
11/16/2012,,11.74574757
11/17/2012,,11.78475774
11/18/2012,,11.639948
11/19/2012,,11.76018296
11/20/2012,,11.70559084
11/21/2012,,11.74814567
11/22/2012,,12.30302284
11/23/2012,,12.34500587
11/24/2012,,12.41157361
11/25/2012,,12.54510585
11/26/2012,,12.12998609
11/27/2012,,12.18934806
11/28/2012,,12.34589502
11/29/2012,,12.45515258
11/30/2012,,12.57068531
12/1/2012,,12.66697006
12/2/2012,,12.50002719
12/3/2012,,12.6774422
12/4/2012,,13.3772557
12/5/2012,,13.36503919
12/6/2012,,13.25467602
12/7/2012,,13.42932749
12/8/2012,,13.4306843
12/9/2012,,13.39962299
12/10/2012,,13.44458237
12/11/2012,,13.67857389
12/12/2012,,13.70658079
12/13/2012,,13.73950338
12/14/2012,,13.62484392
12/15/2012,,13.55884834
12/16/2012,,13.3694021
12/17/2012,,13.26533513
12/18/2012,,13.29476993
12/19/2012,,13.61064993
12/20/2012,,13.57102772
12/21/2012,,13.5160874
12/22/2012,,13.48445622
12/23/2012,,13.33279156
12/24/2012,,13.42991418
12/25/2012,,13.44783184
12/26/2012,,13.47119015
12/27/2012,,13.43176895
12/28/2012,,13.51020686
12/29/2012,,13.40862175
12/30/2012,,13.47792229
12/31/2012,,13.55997284
1/1/2013,,13.35563947
1/2/2013,,13.294495
1/3/2013,,13.42545132
1/4/2013,,13.5165441
1/5/2013,,13.44250288
1/6/2013,,13.51829594
1/7/2013,,13.58790107
1/8/2013,,13.80594506
1/9/2013,,13.85181095
1/10/2013,,14.14036924
1/11/2013,,14.27438144
1/12/2013,,14.25561209
1/13/2013,,14.18964322
1/14/2013,,14.34135308
1/15/2013,,14.3547112
1/16/2013,,14.74167143
1/17/2013,,15.52868079
1/18/2013,,15.71005956
1/19/2013,,15.6144642
1/20/2013,,15.70100262
1/21/2013,,16.82124997
1/22/2013,,17.28268164
1/23/2013,,17.51638629
1/24/2013,,16.77899988
1/25/2013,,17.4683552
1/26/2013,,17.80269466
1/27/2013,,17.95505422
1/28/2013,,18.78616155
1/29/2013,,19.56215802
1/30/2013,,19.79819335
1/31/2013,,20.50269792
2/1/2013,,20.4995449
2/2/2013,,19.69168653
2/3/2013,,20.58551906
2/4/2013,,20.53263523
2/5/2013,,20.60782114
2/6/2013,,21.20162872
2/7/2013,,22.12178083
2/8/2013,,22.72095489
2/9/2013,,23.68381767
2/10/2013,,23.9682983
2/11/2013,,24.54841592
2/12/2013,,25.272241
2/13/2013,,24.26719973
2/14/2013,,27.24057568
2/15/2013,,27.09296719
2/16/2013,,27.31562695
2/17/2013,,26.89614296
2/18/2013,,26.94955283
2/19/2013,,29.43380808
2/20/2013,,29.82549174
2/21/2013,,29.74404653
2/22/2013,,30.29756805
2/23/2013,,29.8027221
2/24/2013,,29.89997165
2/25/2013,,30.40052612
2/26/2013,,31.1830424
2/27/2013,,30.98367932
2/28/2013,,33.39599665
3/1/2013,,34.56971484
3/2/2013,,34.28866152
3/3/2013,,34.55909201
3/4/2013,,36.22213547
3/5/2013,,40.70620211
3/6/2013,,41.35711624
3/7/2013,,41.88230651
3/8/2013,,44.01971676
3/9/2013,,46.82493112
3/10/2013,,46.11518817
3/11/2013,,48.4418702
3/12/2013,,44.13738682
3/13/2013,,47.07932001
3/14/2013,,47.12514094
3/15/2013,,46.98081566
3/16/2013,,47.01992457
3/17/2013,,47.44639259
3/18/2013,,51.58792504
3/19/2013,,59.62101518
3/20/2013,,64.29608984
3/21/2013,,70.92305674
3/22/2013,,70.26325608
3/23/2013,,64.30783044
3/24/2013,,71.61771689
3/25/2013,,73.62104777
3/26/2013,,78.73884822
3/27/2013,,88.85375378
3/28/2013,,87.21209403
3/29/2013,,90.45892333
3/30/2013,,92.19931603
3/31/2013,,93.27837526
4/1/2013,,103.9798805
4/2/2013,,118.0793185
4/3/2013,,134.6146144
4/4/2013,,132.4498566
4/5/2013,,142.1607779
4/6/2013,,143.7854797
4/7/2013,,163.7597071
4/8/2013,,186.9094464
4/9/2013,,230.8748247
4/10/2013,,164.7235832
4/11/2013,,100.1607143
4/12/2013,,115.7541752
4/13/2013,,92.97825168
4/14/2013,,89.93837963
4/15/2013,,82.65229837
4/16/2013,,68.58782862
4/17/2013,,93.57658427
4/18/2013,,109.4299907
4/19/2013,,118.7112906
4/20/2013,,126.8434202
4/21/2013,,119.2033653
4/22/2013,,127.1245988
4/23/2013,,143.3718422
4/24/2013,,154.7363729
4/25/2013,,142.6562806
4/26/2013,,136.8916452
4/27/2013,,128.2165209
4/28/2013,,134.6040374
4/29/2013,,143.9321985
4/30/2013,,139.2800972
5/1/2013,,116.4096821
5/2/2013,,106.1179516
5/3/2013,,98.01687753
5/4/2013,,112.6180606
5/5/2013,,115.8656305
5/6/2013,,112.1877986
5/7/2013,,109.8901249
5/8/2013,,113.054616
5/9/2013,,112.8066709
5/10/2013,,117.3113536
5/11/2013,,115.678744
5/12/2013,,114.900676
5/13/2013,,117.7435958
5/14/2013,,111.1175665
5/15/2013,,113.8077367
5/16/2013,,118.2204097
5/17/2013,,122.8386449
5/18/2013,,122.5583715
5/19/2013,,122.17709
5/20/2013,,121.5841192
5/21/2013,,121.9510968
5/22/2013,,123.2406275
5/23/2013,,125.7345516
5/24/2013,,132.4612528
5/25/2013,,131.5095759
5/26/2013,,133.0826558
5/27/2013,,129.9247261
5/28/2013,,128.6549185
5/29/2013,,131.9716295
5/30/2013,,128.5924443
5/31/2013,,128.8157724
6/1/2013,,129.2879873
6/2/2013,,122.4009636
6/3/2013,,121.3305865
6/4/2013,,121.6999314
6/5/2013,,121.8961162
6/6/2013,,119.3574749
6/7/2013,,111.2436404
6/8/2013,,108.0829895
6/9/2013,,102.2832211
6/10/2013,,105.9416285
6/11/2013,,109.2372576
6/12/2013,,108.6203493
6/13/2013,,103.6122491
6/14/2013,,99.97394898
6/15/2013,,99.83914926
6/16/2013,,99.77549885
6/17/2013,,101.9497221
6/18/2013,,107.1146194
6/19/2013,,107.731504
6/20/2013,,110.3090308
6/21/2013,,108.6958329
6/22/2013,,107.7224146
6/23/2013,,107.3255163
6/24/2013,,101.8404133
6/25/2013,,103.6525925
6/26/2013,,103.386362
6/27/2013,,101.459524
6/28/2013,,114.90837
6/29/2013,,94.67576965
6/30/2013,,97.37902673
7/1/2013,,105.1465765
7/2/2013,,90.35196417
7/3/2013,,78.13788919
7/4/2013,,80.24886593
7/5/2013,,68.69561801
7/6/2013,,69.19854412
7/7/2013,,76.49369671
7/8/2013,,75.80759517
7/9/2013,,76.62013029
7/10/2013,,87.68428702
7/11/2013,,88.65056553
7/12/2013,,105.6201043
7/13/2013,,97.6756936
7/14/2013,,94.12860354
7/15/2013,,98.71985066
7/16/2013,,96.52738885
7/17/2013,,97.88254527
7/18/2013,,89.76123255
7/19/2013,,91.25082916
7/20/2013,,89.46139189
7/21/2013,,90.79286311
7/22/2013,,91.71594273
7/23/2013,,94.71198794
7/24/2013,,94.38910005
7/25/2013,,96.76093221
7/26/2013,,95.53192509
7/27/2013,,94.3213041
7/28/2013,,98.45129493
7/29/2013,,100.8618412
7/30/2013,,107.2486832
7/31/2013,,105.2328798
8/1/2013,,102.7039032
8/2/2013,,102.9807692
8/3/2013,,103.9516473
8/4/2013,,104.0738511
8/5/2013,,105.6647946
8/6/2013,,106.4499391
8/7/2013,,104.7625567
8/8/2013,,101.7713168
