Cycle,Date_prev,Date_curr,Price_prev,Price_curr,MVRV_prev,MVRV_curr,Dir_MVRV,Z_prev,Z_curr,Dir_Z,RollMean_prev,RollMean_curr,RollStd_prev,RollStd_curr,Class
2011,2011-03-10,2011-03-25,0.9329,0.88377,3.083395832465564,2.7164412360056933,TURUN,0.693767953057381,0.34084811985829855,TURUN,2.3422610832036357,2.361987189928928,1.0682746961657792,1.0399178561528313,SEARAH (turun-turun)
2011,2011-03-25,2011-04-30,0.88377,3.50272007323498,2.7164412360056933,5.558558215001561,NAIK,0.34084811985829855,2.9501845136424354,NAIK,2.361987189928928,2.4474936832669245,1.0399178561528313,1.0545321885286325,SEARAH (naik-naik)
2011,2011-04-30,2011-05-13,3.50272007323498,8.194,5.558558215001561,6.726939377147173,NAIK,2.9501845136424354,3.524669245226028,NAIK,2.4474936832669245,2.5652390797321205,1.0545321885286325,1.1807349875599953,SEARAH (naik-naik)
2011,2011-05-13,2011-06-08,8.194,29.6,6.726939377147173,7.44476641160418,NAIK,3.524669245226028,3.3835798036113243,TURUN,2.5652390797321205,2.7785800215384033,1.1807349875599953,1.3790679283182607,"DIVERGEN (MVRV naik/flat, Z turun)"
2011,2011-06-08,2011-07-10,29.6,14.8881160955087,7.44476641160418,2.0703031256942337,TURUN,3.3835798036113243,-0.5225187376198446,TURUN,2.7785800215384033,2.773379434760718,1.3790679283182607,1.3455523380254417,SEARAH (turun-turun)
2011,2011-07-10,2011-07-25,14.8881160955087,13.9854206262563,2.0703031256942337,1.9941833250871328,TURUN,-0.5225187376198446,-0.5896445041072489,FLAT,2.773379434760718,2.7752361495946545,1.3455523380254417,1.324616474955659,"DIVERGEN (MVRV turun, Z naik/flat)"
2011,2011-07-25,2011-08-19,13.9854206262563,11.65,1.9941833250871328,1.710503002886565,TURUN,-0.5896445041072489,-0.8352673346646696,TURUN,2.7752361495946545,2.7982828860089666,1.324616474955659,1.302313448614756,SEARAH (turun-turun)
2011,2011-08-19,2011-09-20,11.65,6.11216519130136,1.710503002886565,1.0211639083574722,TURUN,-0.8352673346646696,-1.3556113736379645,TURUN,2.7982828860089666,2.795245981109339,1.302313448614756,1.308695181562899,SEARAH (turun-turun)
2011,2011-09-20,2011-10-29,6.11216519130136,3.58218725511097,1.0211639083574722,0.6412186959779118,TURUN,-1.3556113736379645,-1.453008242683592,FLAT,2.795245981109339,2.697211269768771,1.308695181562899,1.4149903031476287,"DIVERGEN (MVRV turun, Z naik/flat)"
2011,2011-10-29,2011-11-11,3.58218725511097,3.07798387122402,0.6412186959779118,0.5763003593841154,TURUN,-1.453008242683592,-1.3882203741097492,FLAT,2.697211269768771,2.6036287548564885,1.4149903031476287,1.4603793700783831,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2011-12-02,2011-12-11,3.11250071814405,3.25143431726448,0.6321226115831592,0.666815753554052,NAIK,-1.1946392497882046,-1.1275088057400928,FLAT,2.4671130008510525,2.428179726379421,1.5360205096167865,1.5621731412281221,FLAT/FLAT (tidak ada perubahan berarti)
2013,2011-12-11,2012-01-08,3.25143431726448,7.11248788330686,0.666815753554052,1.4007663468645393,NAIK,-1.1275088057400928,-0.5605580915435573,NAIK,2.428179726379421,2.30591752990806,1.5621731412281221,1.6147321690622451,SEARAH (naik-naik)
2013,2012-01-08,2012-01-15,7.11248788330686,7.00433279619814,1.4007663468645393,1.3568438191828398,TURUN,-0.5605580915435573,-0.5678957614267319,FLAT,2.30591752990806,2.2759027468150204,1.6147321690622451,1.618358491218911,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-01-15,2012-02-02,7.00433279619814,6.10119269354221,1.3568438191828398,1.1823710615751652,TURUN,-0.5678957614267319,-0.6141608874535179,FLAT,2.2759027468150204,2.177282060282785,1.618358491218911,1.6199517407121085,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-02-02,2012-02-10,6.10119269354221,5.92145820833532,1.1823710615751652,1.1497191342714703,TURUN,-0.6141608874535179,-0.6002133823730285,FLAT,2.177282060282785,2.0974297580771357,1.6199517407121085,1.578956170651773,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-02-10,2012-02-24,5.92145820833532,5.02717828094935,1.1497191342714703,1.005419168289144,TURUN,-0.6002133823730285,-0.6304395514315068,FLAT,2.0974297580771357,1.9695879901346927,1.578956170651773,1.5293596660556272,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-02-24,2012-03-06,5.02717828094935,4.99076716913043,1.005419168289144,1.005665186812863,FLAT,-0.6304395514315068,-0.5885728554004602,FLAT,1.9695879901346927,1.900210971721258,1.5293596660556272,1.5198556588202718,FLAT/FLAT (tidak ada perubahan berarti)
2013,2012-03-06,2012-03-14,4.99076716913043,5.3846357454765,1.005665186812863,1.0836292799422331,NAIK,-0.5885728554004602,-0.5105903543633536,FLAT,1.900210971721258,1.8584683634617667,1.5198556588202718,1.5175356856979154,FLAT/FLAT (tidak ada perubahan berarti)
2013,2012-03-14,2012-04-02,5.3846357454765,4.97400279171384,1.0836292799422331,1.02418355409467,TURUN,-0.5105903543633536,-0.49701151998411575,FLAT,1.8584683634617667,1.7802959404929861,1.5175356856979154,1.521317627451535,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-04-02,2012-04-20,4.97400279171384,5.35009038822879,1.02418355409467,1.096531113719032,NAIK,-0.49701151998411575,-0.3993262922658406,FLAT,1.7802959404929861,1.7010075880660518,1.521317627451535,1.5137407329658277,FLAT/FLAT (tidak ada perubahan berarti)
2013,2012-04-20,2012-05-03,5.35009038822879,5.1451001062097,1.096531113719032,1.0541243306516654,TURUN,-0.3993262922658406,-0.36940230770246363,FLAT,1.7010075880660518,1.5736229967045583,1.5137407329658277,1.4063221999991533,"DIVERGEN (MVRV turun, Z naik/flat)"
2013,2012-05-03,2012-06-20,5.1451001062097,6.71340012324679,1.0541243306516654,1.3728922572520363,NAIK,-0.36940230770246363,0.6227829624322947,NAIK,1.5736229967045583,1.0935578621444586,1.4063221999991533,0.4485260708106563,SEARAH (naik-naik)
2013,2012-06-20,2012-07-18,6.71340012324679,9.09624321619122,1.3728922572520363,1.7865941616590963,NAIK,0.6227829624322947,2.1844884847738553,NAIK,1.0935578621444586,1.0377876124553775,0.4485260708106563,0.34278347284638466,SEARAH (naik-naik)
