coin,network,address,balance,Height,Third party custodian name
USDT,AVAXC,0xcddc5d0ebeb71a08fff26909aa6c0d4e256b4fe1,3266946.366,94159927,
USDT,CELO,0xf6436829cf96ea0f8bc49d300c536fcc4f84c4ed,6959293.861,76320041,
USDT,SCROLL,0xf977814e90da44bfa03b6295a0616a897441acec,1686694.999,34869157,
USDT,SCROLL,0x687b50a70d33d71f9a82dd330b8c091e4d772508,8856.338654,34869157,
USDT,ETH,0x3a3c006053a9b40286b9951a11be4c5808c11dc8,106172344.6,25878704,Ceffu
USDT,ETH,0xf977814e90da44bfa03b6295a0616a897441acec,17000000000.0,25878704,
USDT,ETH,0x18e226459ccf0eec276514a4fd3b226d8961e4d1,430961.7484,25878704,
USDT,ARBITRUM,0x3931dab967c3e2dbb492fe12460a66d0fe4cc857,6816666.393,500455224,
USDT,ARBITRUM,0xb38e8c17e38363af6ebdcb3dae12e0243582891d,29011328.88,500455224,
USDT,ETH,0x43684d03d81d3a4c70da68febdd61029d426f042,122953055.2,25878704,
USDT,ETH,0x5a52e96bacdabb82fd05763e25335261b270efcb,3040521385.0,25878704,
USDT,ETH,0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1,26295126.04,25878704,
USDT,ETH,0x4fdfe365436b5273a42f135c6a6244a20404271e,2.001,25878704,
USDT,ETH,0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,618929684.8,25878704,
USDT,ETH,0x835678a611b28684005a5e2233695fb6cbbb0007,5544575956.0,25878704,
USDT,ETH,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,0.000447,25878704,Ceffu
USDT,ETH,0x4a9e49a45a4b2545cb177f79c7381a30e1dc261f,0.012569,25878704,Ceffu
USDT,ETH,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,657068380.1,25878704,
USDT,ETH,0x22132139bf7f3921b1cadeab931f4fbf7bf2bc9e,600000001.4,25878704,
USDT,ETH,0xc8daf809c7d7c27dd62d006196d8901ba57e5eae,10.000392,25878704,
USDT,KAIA,0x86d2660297c82ac656715e00c979fb5ca65eecc5,21984523.81,226020599,
USDT,STATEMINT,13vg3Mrxm3GL9eXxLsGgLYRueiwFCiMbkdHBL4ZN5aob5D4N,10928911.12,20119207,
USDT,KAVAEVM,0x952b67a8dd64d136ddee8ea6117a643e0f8278a7,13935926.22,22363856,
USDT,OPBNB,0x001ceb373c83ae75b9f5cf78fc2aba3e185d09e2,1046795.443,180415476,
USDT,AVAXC,0xaba2d404c5c41da5964453a368aff2604ae80a14,2978814.903,94159927,
USDT,XTZ,tz2WDATNYnp7FdsmuZDYSidioZqeoLNZqXvE,2937517.122,14748075,
USDT,XTZ,tz1Q3jvYU9knekDYJfyvj3GjUy6898MNjvb2,14579292.92,14748075,
USDT,AVAXC,0x9f8c163cba728e99993abe7495f06c0a3c8ac8b9,34279327.83,94159927,
USDT,AVAXC,0x3bce63c6c9abf7a47f52c9a3a7950867700b0158,1711358.932,94159927,
USDT,STATEMINT,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,106333.6468,20119207,
USDT,AVAXC,0x978b21a854dbefcd6d51dfd269875d158046240b,2028210.277,94159927,
USDT,TRX,TPtW5TEHhouj6KGshVu5ZQSKZA48QPBnXG,3084166.245,85849746,
USDT,TRX,TMuA6YqfCeX8EhbfYEg5y7S4DqzSJireY9,3.1,85849746,
USDT,TRX,TQq26fUorctUZvrAgKg8Wz6QyYHvYd6xWK,13412511.42,85849746,Ceffu
USDT,TRX,TCEn8ogRSiqdqv26UhsJmQQemrgJS56ZBD,3054944.819,85849746,
USDT,TRX,TVGDpgtCs45PJE7ZMHhiC76L3v77qAwJW9,109453827.8,85849746,Ceffu
USDT,TRX,TWd4WrZ9wn84f5x1hZhL4DHvk738ns5jwb,4.05,85849746,
USDT,TRX,TMwf7KT8CCdUKuZfKNPTTjbYkFb3eGRbzY,0.13,85849746,
USDT,ARBITRUM,0x25681ab599b4e2ceea31f8b498052c53fc2d74db,7198025.11,500455224,
USDT,NEAR,5c33c6218d47e00ef229f60da78d0897e1ee9665312550b8afd5f9c7bc6957d2,1513975.088,213761241,
USDT,OPTIMISM,0x18e226459ccf0eec276514a4fd3b226d8961e4d1,1783.335686,156311011,
USDT,OPTIMISM,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,187097.6339,156311011,
USDT,OPTIMISM,0xf977814e90da44bfa03b6295a0616a897441acec,73341107.18,156311011,
USDT,MATIC,0xf977814e90da44bfa03b6295a0616a897441acec,20000000.0,93010514,
USDT,MATIC,0x18e226459ccf0eec276514a4fd3b226d8961e4d1,656702.2399,93010514,
USDT,MATIC,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,122.73988,93010514,Ceffu
USDT,MATIC,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,279088.5622,93010514,
USDT,NEAR,9c484fa5d2d069569ba063fc555c34e621ccd88fdbb0295fc79bad232621c5c1,207502.5928,213761241,
USDT,APT,0xae1a6f3d3daccaf77b55044cea133379934bba04a11b9d0bbd643eae5e6e9c70,244818308.8,1012869185,
USDT,AVAXC,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,7619.6,94159927,
USDT,AVAXC,0x5a52e96bacdabb82fd05763e25335261b270efcb,0.00139,94159927,
USDT,AVAXC,0x4aefa39caeadd662ae31ab0ce7c8c2c9c0a013e8,20000000.0,94159927,
USDT,CELO,0xef268b5c05452d63a17da12f562368e88a036ef1,40095425.87,76320041,
USDT,PLASMA,0x5d87f3b8fe3f0e4a18694d80806e09dc3a4f710a,121126.5401,31280237,Ceffu
USDT,PLASMA,0xc8daf809c7d7c27dd62d006196d8901ba57e5eae,1.00001,31280237,
USDT,PLASMA,0xf977814e90da44bfa03b6295a0616a897441acec,100000000.0,31280237,
USDT,NEAR,d04204b6591fefb973a8ed60929f8211af89ee38020da9faf905acdc7a320063,110419.2872,213761241,
USDT,NEAR,binancecold3.near,32361545.51,213761241,
USDT,NEAR,451913e633c72fb951effe076d3bd2977e3f08083dcf6c87fa89992b0d437c5c,182068.3188,213761241,
USDT,BSC,0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,0.00199901,119243645,Ceffu
USDT,BSC,0x18e226459ccf0eec276514a4fd3b226d8961e4d1,69587619.15,119243645,
USDT,BSC,0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,17.4620001,119243645,
USDT,BSC,0x835678a611b28684005a5e2233695fb6cbbb0007,0.07010012,119243645,
USDT,BSC,0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1,0.0004,119243645,
USDT,BSC,0x29bdfbf7d27462a2d115748ace2bd71a2646946c,1e-08,119243645,
USDT,BSC,0xf977814e90da44bfa03b6295a0616a897441acec,696927871.5,119243645,
USDT,BSC,0x5a52e96bacdabb82fd05763e25335261b270efcb,0.11589254,119243645,
USDT,TON,UQD4uGNdB4a3f52mYOZf0x1nCmdd1DAvrLppL0a1cetTYCQx,116701523.3,89799585,
USDT,BSC,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,2578517.445,119243645,Ceffu
USDT,BSC,0x08439901c2bb071cd0812ed329675c9657434083,7331392.772,119243645,Ceffu
USDT,BSC,0x4fdfe365436b5273a42f135c6a6244a20404271e,52679580.68,119243645,
USDT,BSC,0x4aec0e98fc1fb55b9cc2faaa7a81acca42cb4e96,11111812.88,119243645,
USDT,TON,UQAdCl0uTEHMLzvmsD6o69FXjxbNavwaP7pPAGMLCRf9aEbe,25023.74664,89799585,Ceffu
USDT,BSC,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,3174832.314,119243645,
USDT,SOL,2ojv9BAiHUrvsm9gxDe7fJSzbNZSJcxZvf8dqmWGHG8S,5.000001,443282097,
USDT,SOL,G9RCBaYb8aBRxoe8QBC2ucGrVqjuZFysRhY8d56cnNT1,311489.4215,443282097,
USDT,SOL,28nYGHJyUVcVdxZtzKByBXEj127XnrUkrE3VaGuWj1ZU,33609724.97,443282097,Ceffu
USDT,SOL,5SDrsMNTYdhmApjfqYHDvjoW92f2S42vcc7zNDVcQ9Ej,99748.93144,443282097,Ceffu
USDT,SOL,38xCLm9kSExfGU1GdyVuX4vop7SZns9kU2mQyTmmMdUP,204488.2677,443282097,
USDT,SOL,9WzDXwBbmkg8ZTbNMqUxvQRAyrZzDsGYdLVL9zYtAWWM,457173943.7,443282097,
USDT,ARBITRUM,0xc8812d1d1918587924ad84bcf8687bfbb1231f85,1720955.481,500455224,Ceffu
USDT,ARBITRUM,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,30.86,500455224,Ceffu
USDT,ARBITRUM,0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d,522190.7494,500455224,
USDT,ARBITRUM,0x18e226459ccf0eec276514a4fd3b226d8961e4d1,14409.77795,500455224,
USDT,ARBITRUM,0xf977814e90da44bfa03b6295a0616a897441acec,50000000.0,500455224,
USDT,OPBNB,0xf977814e90da44bfa03b6295a0616a897441acec,38000000.0,180415476,
USDT,APT,0xd91c64b777e51395c6ea9dec562ed79a4afa0cd6dad5a87b187c37198a1f855a,11582.955,1012869185,
USDT,APT,0xed8c46bec9dbc2b23c60568f822b95b87ea395f7e3fdb5e3adc0a30c55c0a60e,60000000.0,1012869185,
