,binance-cex,okx,bitfinex,robinhood,gemini,bybit,crypto-com,htx,kucoin,bitstamp,deribit,bitkub,gate,bitget,mexc,bitmex,swissborg,korbit,phemex,probit-global,woo-x,bake.io,bingx,coinsquare,toobit,coinw,coindcx,fastex,nbx,okcoin,bitvenus,coinstore,coin8,exmo,flipster,nonkyc,bitrue,latoken,bitmart,btse,hashkey-exchange,biconomy.com,pionex,bitunix,blofin,backpack,hotcoin,ourbit,indodax,tothemoon,hashkey-global,p2pb2b,orangex,bigone,arkham-exchange,hibt,lbank,tradeogre,bitomato,zoomex,coinex,nexo,poloniex,cex.io,bitlo,valr,bitkan,voyager,gate-us,levex,weex,bydfi,osl-exchange,byte-exchange,grovex,bitvavo,sclite,webot,niza,websea
2024-04-14,35352996278.71132,7628726506.18163,11797803233.378899,8823783323.82988,,3305973266.1301103,3098966937.64115,1544129087.5844002,842899929.18977,1391741464.4829001,2306304471.19578,,937083123.89745,806122392.13387,147271997.37038,804465990.9215001,398980177.0121,433827167.73789996,120768921.42278,,28087381.5368,1.13099,,72917697.27347,,416185.26383,60915630.85898,0.0,853939.60051,1062540.68963,4763374.3640600005,,,,,,,4685291.98463,29441.69998,1288940.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,197649.60741,,,,,,0,,,,,,,,,,,,
2024-04-15,37098472691.70811,7932703355.92907,12330639267.63145,8876170995.09845,,3428956490.59714,3249928850.09853,1617748379.75648,880777354.65396,1435166200.4123101,2325644664.70668,,959787673.05855,839574470.8935001,153982765.12433,834758459.9956601,416844741.12711,440959658.03586,125102262.75598,,29462998.92054,1.17358,,75969812.30585,,509960.84198,63305507.695920005,0.0,879284.80919,1065408.15869,4954361.55887,,,,,,,4614336.85907,29934.45622,1308020.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,204767.22814,,,,,,0,,,,,,,,,,,,
2024-04-16,35841492735.77405,7642154342.27402,11909453583.73769,8799464624.22741,,3307206534.5364203,3112339440.21689,1542979294.38677,851566892.89465,1406720357.3822598,2338611614.47737,,923594628.4688001,811428592.97581,150778635.71359003,807884458.7606,403323459.44509006,425706476.79667,120774663.48285,,31609524.470459998,1.13848,,73227550.77676,,543447.46997,61174508.07552,0.0,840774.5271,1014901.4221399999,4784929.8441,,,,,,,4587365.18736,27938.99665,1262000.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,198632.90527,,,,,,0,,,,,,,,,,,,
2024-04-17,36265488312.95187,7704496592.42787,12020918715.12251,8886384274.09839,,3319090305.8487296,3166894987.01288,1561703257.36168,868642203.12594,1407350924.8477502,2370628454.9958,,936118414.1434,818957738.4482701,153578585.6566,816155351.82081,407687342.85635,424327576.41103005,122011120.41803,,31380262.00292,1.14871,,73977233.78471,,683700.19932,61963759.23272,0.0,1020426.92133,963656.1963200001,4833853.079539999,,,,,,,0.38248,27981.544169999997,1274920.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,200686.74521999998,,,,,,0,,,,,,,,,,,,
2024-04-18,34863670825.08552,7490139078.0332,11651415999.80818,8584997394.62858,,3208861650.71017,3051801741.1031904,1507082650.49815,838040761.2895199,1347275693.235,2265274103.12193,,905187521.4757301,786006540.96442,148305684.49881,787783369.9317,393920746.48469,409576419.33361995,117769652.04596,,30104817.76795,1.1003,,71405565.75743,,715674.16063,60449454.42763,0.0,914669.28891,926848.98502,4665068.96923,,,,,,,0.36918,26095.38024,1230600.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,193436.65566,,,,,,0,,,,,,,,,,,,
2024-04-19,36834233626.18579,7745591124.5409,11919549642.42044,8865646494.86906,,3283602757.58318,3155758383.38515,1554797927.03579,871874343.31565,1427261561.43247,2308087243.29223,,928958208.42623,816118538.3843801,151134366.80372,813978795.41556,407241905.00859004,422269874.94371,121419688.23077,,30641279.56414,1.13404,,73779948.78262,,804688.26296,62893878.24004,0.0,1114307.75302,959653.9498599999,4818261.00523,,,,,,,0.38146,25871.42963,1268740.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,199050.49782,,,,,,0,,,,,,,,,,,,
2024-04-20,37440927932.39859,7799644430.517831,12043509495.84865,9013665855.43629,,3324243663.37907,3183887408.9356,1574017703.88778,882049014.79417,1425689074.54173,2328243281.80647,,945033253.60583,842692265.71221,153181286.14056,824272606.27289,415504686.31881,427385609.15596,123075315.5511,,36349693.233509995,1.14309,,74712990.79252,,918505.81006,63980761.048140004,0.0,1133015.91243,1005924.47749,4876064.99797,,,,,,,0.38628,24916.414630000003,1287600.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,202869.13728000002,,,,,,0,,,,,,,,,,,,
2024-04-21,37575776114.718315,7869338845.27855,12103737449.89604,9056429330.73474,,3327465257.61301,3199738438.35711,1582499402.0957801,881533514.23638,1432284622.45892,2343544724.11467,,946034338.0145799,853261850.00834,153594737.04457,828369643.81988,417771101.02264,430243717.56612,123837095.52045,,34778074.1853,1.16518,,75084350.79646,,924190.94136,64298855.70397,0.0,1130931.71421,981522.23362,4906591.70532,,,,,,,0.3882,22843.37565,1294000.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,204003.54512,,,,,,0,,,,,,,,,,,,
2024-04-22,37540199514.30501,7916106909.77006,12164957864.47946,9085686713.42367,,3348057275.6593904,3210782833.15417,1585378751.33283,883375584.04158,1439763055.3451898,2349818172.58363,,986925369.88563,855624911.1491901,154102882.60665002,831237568.9918,418519646.80723006,431519769.67793,124265836.00571,,32524120.67319,1.17045,,75344302.79921,,910142.49191,64521351.039869994,0.0,1131526.02145,964392.22295,4923267.01138,,,,,,,0.38954,21425.64554,1298480.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,204424.02977,,,,,,0,,,,,,,,,,,,
2024-04-23,38350057521.51863,8192958546.81243,12517895451.89675,9324422390.48613,,3430245210.44116,3292075398.3073797,1624478559.09854,900831273.89855,1502074452.3637798,2405718211.45344,,1011006303.92162,872692616.46432,155439393.31288,852260489.5916001,429166992.37448,443676232.24228996,127766578.6287,,28545828.624649998,1.20706,,77466857.32173,,935899.91529,66153159.51979,0.0,1184098.41826,852093.1461400001,5061815.47346,,,,,,,0.40244,33814.726389999996,1335060.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,209610.09632,,,,,,0,,,,,,,,,,,,
2024-04-24,38118810812.63034,8166316512.70258,12437960793.2007,9301878063.42216,,3372757113.21287,3284855836.31559,1623242878.17857,892841276.2687299,1495689883.24502,2375986873.07167,,1012231401.65189,869158010.3458401,155319094.01525,850391216.9240999,427133064.91543996,441463085.02893,127129209.96087,,27095318.76582,1.19473,,77080410.81763,,969080.1229,66008059.10997,0.0,1225303.96927,1015188.37142,5036973.23234,,,,,,,0.39852,30829.167999999998,1328400.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,209224.50432,,,,,,0,,,,,,,,,,,,
2024-04-25,37413070349.6099,7877621038.78373,12043133368.23131,8982955198.71742,,3275451843.09861,3176212238.4661202,1567950014.38351,874050900.80435,1426975664.1497,2306189594.9952,,1000797616.07367,843277761.2308301,149840951.02233,823747674.67997,412781187.21974,427631700.83387,123146134.29197,,25800621.71252,1.16053,,80067046.14051,,670947.38195,63903846.54488,0.0,1182982.32366,918841.4576300001,4879329.93851,,,,,,,0.38509,28706.29397,1286780.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,202651.88419,,,,,,0,,,,,,,,,,,,
2024-04-26,37630779880.966,7933255020.047811,12156081836.6014,9054059270.15649,,3310679836.70158,3222857101.8849998,1577565923.4120898,891573565.4636899,1432953278.1417599,2269299183.44523,,999048507.3500199,787570894.14066,150607674.45704,828715331.55793,415468501.98251003,430210497.7792,123888774.06108,,26947295.67385,1.161,,80640896.14869,,674993.56831,64477586.728350006,0.0,1200290.42499,893910.3632700001,4908677.23597,,,,,,,0.38836,28254.5278,1294540.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,203517.9946,,,,,,0,,,,,,,,,,,,
2024-04-27,36996064561.518974,7843542456.85291,11976767101.79653,8927888452.3892,,3247845300.48596,3150361700.1935797,1556869690.82387,870829530.5122199,1391889496.24685,2247289529.4551,,982464829.2957001,784766585.6953,148036291.31079,820111553.68201,410400088.73108995,425743886.20087,132210802.60529,,26229283.78641,1.15299,,79524383.98084,,789397.07346,63585023.44915,0.0,1390034.26652,1767540.83576,4857337.01152,,,,,,,0.38248,27415.9548,1281100.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,200999.38387000002,,,,,,0,,,,,,,,,,,,
2024-04-28,,,,8856957528.3183,,,3133195616.90127,,,,,,,,146846166.41322,809740930.31243,,420360347.91385996,130563714.62654,,27284693.331669997,1.14154,,,,820501.18093,,0.0,1374268.75505,1715612.3541299999,4796341.71824,,,,,,,,,1264900.0,,,,,,,,,,,,,,,,,,,,,0.0,199410.35159,,,,,,0,,,,,,,,,,,,
2024-04-29,36300974529.03376,7589100094.1811495,11822313935.02981,8906483928.78106,,3160651761.75127,3160355871.61208,1524390157.64582,856082592.53903,1359686600.1786401,2184157463.80114,,971228246.63391,628520873.6895001,147086967.67729,814606162.23912,400623057.45511,422886255.89132,131323273.99519,,27399983.816260003,1.14223,,77675588.94642,,862772.45806,61566907.00226,0.0,1380844.67619,1724878.99972,4825464.55018,,,,,,,0.37359,26255.52301,1272500.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,200505.78968,,,,,,0,,,,,,,,,,,,
2024-04-30,36829380816.114,7721540500.810209,12028173406.11783,8854011844.01804,,3232871251.61393,3166820297.7456403,1553741639.88136,879859299.5698,1380961108.21083,2215014280.44713,,985079444.46456,606328972.6087899,148116356.59106,807756426.37427,408547942.31464,421222644.07845,130219023.28262,,26001714.77013,1.15162,,79247438.97569,,1004876.40252,62957255.69606,0.0,1552326.73019,1708215.54195,4783762.8239,,,,,,,0.37854,26618.512130000003,1261800.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,199617.38117,,,,,,0,,,,,,,,,,,,
2024-05-01,35804029674.38915,7364110930.18202,11534276966.10542,8408987718.55241,,3070219098.66111,3011776595.1230297,1472054927.94,840649852.90453,1357133776.39946,2109398983.82589,,923306874.32886,587849848.44803,128087358.42849,769922852.62895,390455176.64431,407328264.91371995,124119844.11317,,24240690.46377,1.08068,,75768161.4109,,711333.37064,59597542.10908,0.0,1442737.80179,1419196.3087900002,4560258.26573,,,,,,,0.36081,25047.1368,1202700.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,189352.18918,,,,,,0,,,,,,,,,,,,
2024-05-02,34131937843.445972,7023416754.04047,11179924894.72037,8071325220.59032,,2954906134.80584,2876580878.5014,1412996922.8815,809915853.39572,1281876187.09407,2034336501.53604,,888363638.97146,567977642.41095,129666344.27997,741627691.6007999,371595418.08998,388476214.36108,119558359.86124,,22497457.432669997,1.04089,,72261438.8456,,684032.17468,57136844.56708,0.0,1387308.08684,1306257.14605,4385195.5747299995,,,,,,,0.34755,24036.70693,1158500.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,182281.06577,,,,,,0,,,,,,,,,,,,
2024-05-03,35015979235.25687,7221881706.40892,11538009752.26783,8338832067.33694,,3016093865.50966,2965443041.35683,1454344766.6687498,833275275.47771,1334105682.48917,2080988611.31675,,905510875.0760901,585127697.68391,132952242.37161,758848050.5106701,381313277.91748,398385694.77248996,122334466.79285,,24317897.902960002,1.06022,,73939326.37684,,733845.54996,58594051.084709994,0.0,1398088.28441,1334377.0673,4494845.215229999,,,,,,,0.35594,24382.4991,1185400.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,186496.1032,,,,,,0,,,,,,,,,,,,
2024-05-04,37069015087.42147,7727049360.5394,12247171679.4061,8857985041.41182,,3187494994.8320103,3126480607.92276,1547121037.09223,882619729.08137,1416262224.46277,2181258169.83018,,975395339.8760899,623071755.9406301,127952151.58364001,807193082.31433,406167715.56944,424711616.50177,130128206.40158,,27229254.98801,1.13483,,78649886.46456,,819652.6634,61886136.9354,0.0,1219467.36596,1327434.04152,4780371.83605,,,,,,,0.37828,25730.42076,1260920.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,197257.54262000002,,,,,,0,,,,,,,,,,,,
2024-05-05,37529253395.63236,7854812433.66842,12499051723.33709,8983128900.2355,,3229421108.2331796,3184184458.40885,1566973897.8282201,885763966.4711499,1441118523.97778,2207398387.76828,,975321771.1479801,634775084.2188599,129539705.40018,816206563.94534,411820789.96241003,429454230.25417995,131581276.49813,,23704405.103210002,1.15114,,79780121.4856,,831431.44894,63188576.756670006,0.0,1392296.51479,1255061.64543,4834005.38423,,,,,,,0.38371,25924.34709,1279040.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,201283.89602,,,,,,0,,,,,,,,,,,,
2024-05-06,37486382181.50435,7867213166.161241,12493191912.401491,8965248280.80618,,3254352618.2647,3162672767.83537,1566677653.60833,890136304.9826,1433756355.02684,2200109672.56997,,1002388504.2814901,633907300.11887,129245794.07893,816270579.81075,411063737.88905,429487853.3727,131591596.59824,,23155476.92027,1.15,,79639153.98298,,638425.03484,63076793.25084,0.0,1393772.31569,1252911.893,4834221.57843,,,,,,,0.38253,25528.94537,1276780.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,200720.25211,,,,,,0,,,,,,,,,,,,
2024-05-07,37265397873.19732,7847788684.8588,12456328863.99095,8901611284.62728,,3265030649.0602098,3156529983.02731,1559137276.77962,876210085.3174701,1414530017.17713,2190622989.08623,,980033139.25733,626038582.38117,129208835.41523,813620309.36789,409350201.16466,429046660.34117,131164344.45338,,22747160.17345,1.14322,,79291101.4765,,572069.42892,62801064.58872,0.0,1406530.18045,1233274.59894,4818662.37134,,,,,,,0.38136,25265.70085,1270960.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,199945.50804,,,,,,0,,,,,,,,,,,,
2024-05-08,36987524291.15602,7817793279.20251,12356498625.7126,8817763878.91044,,3237206573.4051604,3136444410.75815,1544987109.63357,870523680.724,1413034767.44637,2144185373.31186,,968781988.39344,619184505.13282,127968307.7757,807052247.59761,406152100.89507,426136173.9114,129985789.01996,,22276613.8447,1.12194,,78636163.9643,,655648.64466,62099183.169819996,0.0,1391162.34061,10907614.41908,4775327.00545,,,,,77434.69306,,0.37786,24872.008,1259540.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,198535.68507,,,,,,0,,,,,,,,,,,,
2024-05-09,36027690267.17616,7673762077.44155,11986699573.16486,8595589194.38973,,3156076039.6936398,3042304220.31282,1500869165.4625502,847743238.85921,1373268181.6310902,1898363910.18289,,947671057.4259901,604526579.28309,124504243.94628999,787386470.8374699,394453395.88803,415857632.74308,126935167.42523,,21531471.09832,1.1038,,76499196.42451,,814489.97932,60467398.13419,0.0,1280949.42873,1423373.81993,4663620.76508,,,,,83428.49624,,0.36593,24130.79264,1226440.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,193318.74164999998,,,,,,0,,,,,,,,,,,,
2024-05-10,36754083862.492035,7868922487.38548,12376754273.174791,8848243074.33365,,3215039875.56655,3108333788.67279,1537585696.54221,867331333.63448,1482561123.55008,1940317238.71406,,977307941.35222,587236174.02615,128710725.21912,803121652.08379,403928992.66882,426333105.97246,129471848.03411,,30128962.135619998,1.1254,,78253181.45717,,914495.60043,61853856.261939995,0.0,1290778.00523,1620969.10728,4741504.38836,,,,3357535.64284,87550.11094,,0.37764,24398.46743,1250440.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,197488.9099,,,,,,0,,,,,,,,,,,,
2024-05-11,35693983780.344284,7631433651.82646,11914395022.645159,8492862493.21088,,3116480401.6919203,2986669739.38906,1486147007.48679,836779877.5267,1420255701.40787,1875853670.13958,,947142125.76095,574858570.73126,124281261.75319,778027301.89319,392063398.93318,413923526.80051,125426368.78805,,27851878.398059998,1.09494,,75758181.41071,,584603.45914,59921113.677499995,0.0,1183595.82989,1487834.59091,4604886.63375,,,,3234834.65103,60428.76584,,0.36461,23658.72752,1215360.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,191397.31342,,,,,,0,,,,,,,,,,,,
2024-05-12,35807328258.16156,7667166717.19268,11922029480.00946,8507921184.68639,,3147442614.70052,3015672881.19627,1491982722.27464,850434044.32226,1418811786.29306,1877871695.37266,,961823296.4643899,578232328.07318,124432212.80007,779614904.90265,393909187.55879,414768374.28403,125682307.27096,,26889909.00998,1.09658,,75962771.41452,,586461.3907,60043313.71319,0.0,1323685.00385,1362202.36271,4620070.6335,,,,3241435.48529,88562.07394,,0.36535,23646.866240000003,1217840.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,191937.67051999999,,,,,,0,,,,,,,,,,,,
2024-05-13,36082713893.63934,7717269438.06987,11979168625.80531,8553652215.76744,,3162999161.06784,3043672972.21312,1441031992.26743,852819055.51075,1412363135.86396,1886406566.15911,,974811145.95575,582339471.5848399,126141815.99208,783903989.7084099,396706237.50015,417826545.8923,126373753.97883,,26932587.33219,1.10209,,76380683.9223,,575163.24733,60373557.9483,0.0,1327395.1277,1371517.2445,4643097.82572,,,,3259268.38432,95738.91344,,0.36805,23782.49657,1224540.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,192740.4995,,,,,,0,,,,,,,,,,,,
2024-05-14,37071191222.82074,7915613342.46021,12334869986.177671,8787357437.83741,,3240706969.15574,3119452672.74057,1473019522.50847,869219382.5909101,1490398641.03866,1931842086.21542,,1001737525.72571,559350488.7496899,130747156.63073,804990926.52075,406248523.2325,427492134.23401,129773194.95754,,29365405.84101,1.13251,,78435316.46056,,726780.38426,61997643.12019,0.0,1341233.0728,8814999.91348,4768069.29642,,,,3346942.36849,175213.11205,,0.37656,24269.99903,1257480.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,197592.48698,,,,,,0,,,,,,,,,,,,
2024-05-15,36445471777.05427,7757204428.02269,12116432680.678331,8598264527.62253,,3181458457.60097,3051137254.10299,1448342977.33267,853275653.79653,1437913182.59219,1898993128.99709,,985247326.38725,394279923.3628,128095483.1943,789729463.31131,398903207.34185,416448326.40348,127312883.08953,,26335488.47051,1.10768,,76948296.43287,,405870.36098,60822177.47745,0.0,1348511.30396,5240675.72358,4677261.20274,,,,3283489.18748,169093.77603,,0.37009,23822.93436,1233640.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,181654.58601,,,,,,0,,,,,,,,,,,,
2024-05-16,38501613215.512886,8303469667.21465,12940019968.4055,9155607828.09141,,3405834235.84424,3275527135.90126,1547097972.47185,901200723.43372,1588198285.00962,2025280404.42771,,1085973174.07821,423836094.05476,135349747.777,843912775.92635,427803460.57809,446924665.31238,136047815.82898,,29995222.40576,1.18645,,82227716.53118,,482669.47144,64945688.08394,0.0,1213253.5809,5506037.67501,4998167.83885,,,,3508769.2731,179981.66677,,0.39548,25404.74581,1323920.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,194279.73246,,,,,,0,,,,,,,,,,,,
