,binance-cex,okx,bitfinex,robinhood,gemini,bybit,crypto-com,htx,kucoin,bitstamp,deribit,bitkub,gate,bitget,mexc,bitmex,swissborg,korbit,phemex,probit-global,woo-x,bake.io,bingx,coinsquare,toobit,coinw,coindcx,fastex,nbx,okcoin,bitvenus,coinstore,coin8,exmo,flipster,nonkyc,bitrue,latoken,bitmart,btse,hashkey-exchange,biconomy.com,pionex,bitunix,blofin,backpack,hotcoin,ourbit,indodax,tothemoon,hashkey-global,p2pb2b,orangex,bigone,arkham-exchange,hibt,lbank,tradeogre,bitomato,zoomex,coinex,nexo,poloniex,cex.io,bitlo,valr,bitkan,voyager,gate-us,levex,weex,bydfi,osl-exchange,byte-exchange,grovex,bitvavo,sclite,webot,niza,websea
2025-07-17,64699878095.927414,11968161981.10898,19407546803.06385,16726560349.08165,,7208479026.8789,3219110270.751,1140525602.3425,1101589350.63784,1412409109.5907998,4115388795.60975,802121318.06291,2338738118.53167,2338679305.14668,230696913.30277,5899962272.48913,647567940.5487,712734770.30784,240690740.73481998,6944149.61457,40772780.72396,1.42754,245811534.78468,0.71377,76597247.29355,471176.05772,83320390.31978999,0.0,444962.32182,27553200.907250002,12195672.1203,,51589070.71881,237966.35695,15410850.25856,256105.56788,10204914.75716,13.33569,31991.32837,2376718.04012,863541852.03769,0.0,2832775.51647,14265368.51053,23735093.248749997,68349751.43328,10894.58685,35486865.91341,460899968.13948,,6461906.87798,4361084.39833,46185170.59152,81829221.40431,3090139.40793,0.0,3030067.89006,0.0,2031515.13752,600214.47464,195201500.71535,551791.9139,,,,,,0,,,,,,,,,,,,
2025-07-18,64923507962.090744,12032067607.51106,19471863922.132877,16813157267.7594,,7285514088.15097,3433788661.08931,1152012986.8884602,1103741082.19582,1417229530.0474901,4115770073.43943,806860758.71468,2416826096.98487,2330552082.47187,232140538.73548,5915288189.802071,649243393.50718,716551180.0555099,242325744.31746,7174223.88997,40673269.68939,1.43519,247134324.48477,0.71759,77007398.82535,456938.8965,83873120.18512,0.0,435877.40735,27643693.233719997,12258133.57191,,51645796.981309995,239198.3588,15231369.62049,266017.75163,10136370.79677,13.41723,32132.39608,2392219.59268,868957090.86186,0.0,2415896.23237,14341754.58122,24613994.4149,70412407.46472001,10953.82488,35677429.274189994,462298434.37483996,,7070281.69523,4375968.14495,46432476.06442,82267388.21157001,3142750.54971,0.0,5199725.673,0.0,2042393.19222,752168.83185,196364504.51031,554224.75561,,,,,,0,,,,,,,,,,,,
2025-07-19,64119737616.39108,11812038976.063848,19238147811.71095,16582329584.33551,,7114078322.545751,3713465340.81615,1134669630.72801,1125202380.65792,1544999113.1310701,4063697221.47503,799913146.32734,2415948866.8599896,2478318876.13906,228163953.78893998,5845465114.101299,639151772.2459,706725803.22814,238049845.7799,7085576.34577,40257448.06205,1.41551,243641888.40485,0.70775,75951435.69796,495833.50111,82723031.15456,0.0,189062.08855,27285533.36078,12096484.704739999,,51036195.545329995,235918.35388,14771419.28782,239281.41404,9967196.32931,13.22793,31679.586049999998,2358596.22513,867138010.21054,0.0,2710140.46669,14145093.42592,24648985.653729998,70394919.39098,10815.723450000001,35170901.42499,456076322.79526,,6988411.83692,4324314.94547,45795771.23624,81015606.46354,3169201.11358,0.0,4698919.17721,0.0,2014386.89755,793422.16846,195216318.62066,547360.47116,,,,,,0,,,,,,,,,,,,
2025-07-20,63936491355.066536,11824982064.6408,19209659111.82038,16573894960.65219,,7119972760.901549,3355918526.30946,1124867120.4456398,1119265003.77888,1539841470.13391,4055418687.96906,800269574.55753,2433014793.35094,2503909772.76318,229221828.03732002,5839122067.393661,637339132.7201799,707726301.49023,238889890.21985,7070137.44094,39821859.93383,1.41397,243477691.52644002,0.70699,75842619.98544,454631.0358,82722700.9566,0.0,188864.42475,27280703.5396,12086419.00773,,51010188.37272,235580.35337,14750256.25779,255211.02387,10125454.82549,13.26079,31642.254449999997,2356035.96871,868409459.29157,0.0,2633081.0810599998,14124827.73369,24710953.081970003,74162975.80089,10816.97205,35123762.162760004,455760968.93465,2485496.9192,6019038.73268,4318119.49429,45772477.15716,80784757.96756001,3244773.6452,0.0,4645785.80117,0.0,2013362.27702,783741.36674,196049812.71314,548961.15709,,,,,,0,,,,,,,,,,,,
2025-07-21,63916980222.914764,11872703249.36265,19250758315.995148,16590483053.89605,,7150499548.94068,3367477141.1145797,1134108838.83815,1116300940.76037,1548835535.2456698,4067465826.52279,806351699.2080699,2454702239.6542597,2472687931.4306498,228386041.4246,5848339307.0182295,638468941.42512,711612271.66309,240039507.66875,7082277.42699,39112653.338199995,1.42174,243795190.23169,0.7081,75988780.73539,479110.70106,74856014.19813,0.0,188444.19471,27412763.36787,12179248.06722,,51061247.726509996,236034.35405,14563675.6002,246702.56497,9813894.54487,13.17847,31681.65958,2360576.42346,871422080.12112,0.0,2955841.72905,14207329.48665,24899680.374590002,72491974.6878,10766.50654,35027672.61096,459375569.68487996,2464161.88692,5705294.35603,4326441.19499,45818288.84601,80794780.24294001,3224917.96926,0.0,5796500.52517,0.0,2015377.36407,766676.96927,197430702.51636,623178.92216,,,,,,0,,,,,,,,,,,,
2025-07-22,63391531595.16359,11773702708.52404,19193928586.556362,16513587401.31649,,7118922001.5565,2779459019.8436203,1162062162.4798,1120891487.3397799,1535676990.48947,4042078494.96971,804720987.26876,2444748691.02616,2356780314.38744,227242315.71864,5810468208.75314,635653464.69921,705558207.98205,237493177.42371002,7047671.79141,38696937.48279,1.40964,242898573.67451,0.70482,75636578.3996,489514.45434,74568635.19646999,0.0,541992.53281,27169317.05019,12129190.26342,,50839775.17795,235010.35252,15021945.95564,415799.68751,9307468.93452,13.24052,31558.42427,2349635.32765,869687426.50318,0.0,2860111.0618600002,14090651.86219,24323589.36159,77167278.00452,10766.77029,34876415.153730005,455315850.95468,2440157.90361,5658447.00493,4312367.10378,45605924.49174,77933343.3434,3314448.80886,0.0,5742483.4835,0.0,2006633.93549,793944.92129,195699800.87730998,621525.74954,,,,,,0,,,,,,,,,,,,
2025-07-23,64501408236.74824,11969361635.24499,19657265921.27099,16841131954.35188,,7218973376.72619,2905120310.0018997,1185622984.64823,1136236135.61697,1568235524.6353,4104085257.17257,822670430.7575899,2499055567.4898,2394607877.84592,232562834.52940002,5918427483.7071,647556078.21462,720525867.1107601,242037478.49195,7185449.9935,39296163.639589995,1.4376,247665404.09349,0.7188,77241127.24928,524470.66341,77306290.16796,0.0,597670.2534,27695051.07152,12370588.84086,,51902829.15762,0.35989,15417097.3315,396502.08758,9527965.036999999,13.50447,32182.98548,2396239.99534,889604327.33321,0.0,2652137.10233,14365857.56428,23787680.97775,80310819.85968,11000.05717,35558421.85695,465058119.18318,2438029.52505,5776752.19607,4396606.126610001,46510511.22933,78519052.12186,3384903.6631,0.0,5780438.35969,0.0,2045825.67101,920840.75924,197969685.60476,634002.42034,,,,,,0,,,,,,,,,,,,
2025-07-24,64049970891.09392,11874589929.941591,19490245667.989872,16669065631.21226,7654427228.88833,7132074242.64721,2896111141.73346,1131497645.97948,1121054756.6224,1556352377.43875,4088749433.8975,811907817.49969,2501113852.07421,2366438191.1475596,231628915.18350998,5881523764.29608,642824205.24336,712201044.34797,240752574.55293003,7110953.37481,39566409.35775,1.42291,246249230.2897,2440587.21432,76655840.36952,310459.625,76516417.11459999,0.0,543456.55918,27521423.691039998,12284608.730729999,,51509480.79215,0.35573,15442864.24583,379915.41349,9454945.13584,13.36179,31832.86784,2371757.5433,884376130.11861,0.0,2617387.04395,14219081.18983,23226153.74438,79502561.96785,10885.75618,35317900.06391,460544669.93123996,2428477.30269,5626524.03001,4351684.72757,46220499.94479,77716820.21607001,3394943.18854,0.0,4433193.17604,0.0,2024923.41207,876408.85118,196893174.63652,628601.28316,,,,,,0,,,,,,,,,,,,
2025-07-25,62761866527.17273,11506254674.371641,19131667956.70638,16640721114.12871,7915061701.95891,7300532647.10801,2904687372.0417204,1127130450.76201,1099618268.14244,1509343923.90326,3912833610.597,791983667.5134801,2371100108.93339,2288850522.3227,230076822.91623002,5827787246.537869,622286516.53892,710927755.3835399,232900934.48553002,7094587.75667,32761358.55913,1.41458,244843518.62812,0.71018,75901856.94136,254551.5778,76379356.54531,0.0,1680039.60302,26690052.08243,12216104.11848,,51211426.56291,0.34637,15053229.15737,273447.03472,9208517.5459,13.03344,31770.734139999997,2367517.1186,880740939.1509,0.0,2801187.31984,14135859.94485,23962000.97702,79371895.47912,10613.51303,35117234.55736,449740629.08826,2378277.00761,5456533.07364,4326224.196409999,45765877.16808,77577871.78694,3218173.06603,0.0,4386994.57738,0.0,2013071.96787,1644843.75186,196716258.94224,626617.20436,,,,,,0,,,,,,,,,,,,
2025-07-26,64500869806.42429,11696556109.07437,19486868491.65389,16527265486.24268,7582315783.48195,7414579122.82878,2876882148.4874697,1120159733.80357,1133692903.6161299,1537423007.87801,3995630370.30326,807198901.45188,2419998635.57161,2341203114.26452,229200645.33501002,5804024657.52936,633431341.2412,709607393.3844199,237772524.92246997,7040050.74946,31694077.22857,1.41068,243198283.86755002,0.70534,75692595.95575,272616.25356,75889721.01865,0.0,781248.42559,27142755.46186,12120930.95265,,50883029.97896,0.35267,16844839.3041,210873.93179,9494278.813959999,13.258930000000001,31558.76085,2352335.5981,889182148.75859,0.0,2933804.87717,14096887.4598,23451192.93974,80722069.85113999,10788.9379,34875532.50727,458893241.93469,2360217.19902,5085618.97392,4316044.86119,45658336.16966,77047753.82534,3152121.20425,0.0,4766675.18067,0.0,2007521.93996,1671051.51132,197907429.01996,622445.03034,,,,,,0,,,,,,,,,,,,
2025-07-27,64440964605.891815,11732954165.25164,19552301021.770508,16579142966.65153,7598425288.8894,7394739588.4912,2919909272.1761303,1125940756.86583,1129579765.97852,1541619366.89085,3999812725.21555,810774281.27819,2416659616.7725997,2341100659.0216,229870914.62545002,5822242930.04917,635967709.6403,711696219.60031,238164707.16448,7055591.30691,28768674.868189998,1.41484,244146860.06236,0.70756,75930187.65942,214922.76479,75861144.26398,0.0,784526.17992,27214597.53801,12168789.24297,,51012012.850559995,0.35378,16897713.61786,228882.03661,9512368.950749999,13.306299999999998,31636.39527,2358756.24116,891969351.65863,0.0,2226430.04416,14169316.32431,23546135.28129,77333481.82339,10827.05142,34980909.59201,460525325.77471995,2364491.28678,5099923.52499,4327830.60771,45782959.49274,76474279.08292,3160724.53497,0.0,4767942.03619,0.0,2013823.35626,1674961.58722,200211519.69563,625903.39539,,,,,,0,,,,,,,,,,,,
2025-07-28,65278224169.96491,11895649796.23066,19824485944.37756,16792417053.77655,7755510732.153,7460705522.2832,2929618456.5095897,900898215.94383,1144196816.01041,1561450757.51538,4047664228.70682,821944260.50462,2444463262.39359,2370200551.42599,230569813.72567,5897140258.10451,643853486.08156,721191125.19077,241222081.95304,7131980.24431,28994732.10469,1.43332,247339101.26841,0.71666,76906953.55226,288119.99133,76836806.17322999,0.0,794565.28799,27564232.68409,12321204.02709,,51678298.33909,0.35833,17557491.40878,222954.29099,9716038.476380002,13.47251,32027.86333,2389759.34627,904286055.30775,0.0,2012896.06487,14323047.7884,24180420.44995,76227491.58063999,10952.31091,35430122.27889,465664553.38331,2384142.33713,5166688.72141,4384705.15724,46384723.2023,76343193.29306,3203837.03324,0.0,4795699.20775,0.0,2039729.17882,1724094.27054,200858624.69509998,633002.85557,,,,,,0,,,,,,,,,,,,
2025-07-29,64839961095.940926,11814117639.15488,19659145619.11268,16632004573.69518,7649156015.99341,7387142912.26268,2862565869.8287296,893594611.52276,1134171658.0492501,1546534727.92678,3981600504.35223,808466431.86405,2452822465.75806,2293575228.31277,228383637.04351,5840806800.07457,638993473.3338599,708780784.49645,239001005.05129,7036215.56817,28807461.24724,1.41962,244899083.35032,0.70756,76172286.52277,326137.68401,76102632.39359999,0.0,786819.33353,27282030.518299997,12244996.45876,,51184593.51388,0.35491,18527170.40241,209116.20337,9647715.45059,13.24014,31609.13033,2366276.9944,893352963.50467,0.0,1991640.21422,14141256.13508,23853541.32815,75423623.71075,10772.907360000001,35090836.5843,459908828.81345004,2337231.67072,5101118.15776,4327834.71974,45928935.72164,74798698.59291999,3171155.65821,0.0,3979620.69412,0.0,2020244.31162,1686969.604,198722599.97805,709150.55356,,,,,,0,,,,,,,,,,,,
2025-07-30,64490746305.38809,11823591468.0314,19573828552.779743,16528109023.49349,7597375453.00385,7393607788.05925,2833383403.09451,1123716554.5736198,1123824447.53929,1460710075.27659,3976202034.75414,807089630.8972499,2490115908.37324,2278316253.20716,228597126.95925,5821452974.38573,637944307.39508,708200824.3900399,238595109.39556998,6943203.11905,28771595.59082,1.41492,244173369.03255,0.70746,75696459.23549,246404.77188,75627697.58119,0.0,784252.07124,27119887.90416,12118434.9797,,51254541.92309,0.35373,18047431.94752,201634.25592,9677115.80447,13.34511,31510.420280000002,2358436.2091,890830958.66368,0.0,2586346.3777,14097606.95183,24324274.258729998,78646327.34378001,10841.70758,34976852.80295,457395593.04942,2323470.14835,5100632.09797,4327253.10375,45779077.14623,74548467.90347001,3117264.92521,0.0,3862430.24562,0.0,2007624.40201,1704278.16258,197437822.82817,708836.07783,,,,,,0,,,,,,,,,,,,
2025-07-31,64441366996.00764,11828843328.856298,19578870890.71646,16569020938.59413,7587347790.09097,7353664963.822949,2869271940.17699,1127546076.51391,1128522541.7634299,1464397136.12392,3984676151.62135,808625684.9892701,2496015084.87737,2283204961.95955,229259272.93398002,5809960281.58761,636887641.82098,707864515.88642,238194619.61199,6398563.872479999,29222850.072290003,1.4207,244057626.64482,0.70712,75883828.3026,289208.59878,73238295.84854999,0.0,1764593.48856,27177230.32725,12143505.977570001,,51446855.26505,117854.35356,17513018.13087,138141.85046,9714774.52597,13.319489999999998,31694.8387,2357316.09692,893101604.69199,0.0,2317110.28252,14132502.31536,23960498.43567,80483386.01034,10815.44826,34959064.44151,457698165.35411,2265049.21504,5097966.92152,4325185.24058,45755006.59785,74849403.70765,3158394.67636,0.0,5971066.82873,0.0,2021781.24242,1683508.18525,198284632.11317,713675.59344,,,,,,0,,,,,,,,,,,,
2025-08-01,62984491754.938354,11548175629.002161,19255354487.83518,16282359190.21228,7455548650.40002,7240569504.8141,2905376615.19275,1107458118.34538,1110875686.2377298,1438974641.22752,3924742211.93459,787809105.11749,2374840981.8007097,2289679019.1756797,225342242.32507,5709441765.52662,622244896.0037,695617474.16553,233865048.63873,6422903.08285,28687565.997220002,1.38978,239917584.2868,0.69489,74570957.07287,284204.98131,71645113.32078,0.0,1713693.02036,26703108.21368,11928641.59518,,50556733.44512,115815.34744,17460793.27757,129385.11397,9618052.74286,13.126700000000001,30844.09845,2316532.01219,879939148.64893,0.0,12869176.109919999,13832953.79954,23595692.996620003,82034961.90552,10653.08907,34355615.20712,448692095.46413004,2213157.71125,5009748.08926,4250369.795890001,44963396.14378,73220180.94402,3105686.14425,0.0,5237436.21687,0.0,1977773.79039,1541689.26823,195002222.59452,699322.41938,,,,,,0,,,,,,,,,,,,
2025-08-02,61989385897.08557,11391208818.05398,18892433011.672817,15986840310.81129,7364402611.61162,7087314575.95208,2881684018.2920604,1089277564.48895,1098547050.87342,1176033569.31293,3849557793.54406,787191275.99326,2331800233.10016,2282747187.55855,220817023.36112,5605817480.27018,611842787.27204,681286568.0847601,228634470.95611,6478005.96154,27508466.81655,1.35895,234790367.0212,0.68228,73008904.30027,279046.76458,70344110.6807,0.0,1664828.7129,26215356.44768,11711981.66214,,49435334.4015,113713.34114,17133122.38945,213085.64829,9414550.292790001,12.75494,30381.6461,2274487.80125,875901410.76539,0.0,58539948.586720005,13635932.89822,23790036.577740002,83216290.63136,10353.34723,33729297.87552,445895072.84492,2152554.25878,4919807.1523,4173200.3268,44147326.90669,71891261.34553,3380167.46339,0.0,5084493.64884,0.0,1941877.91759,1781818.22177,191614664.53125,691176.52345,,,,,,0,,,,,,,,,,,,
2025-08-03,61504389325.04901,11402180541.49975,18831551481.89669,15780173920.36435,7285670925.5622,7017691063.01719,2839939390.74078,1080084303.07865,1094713168.11321,1168733076.59765,3827262930.84307,781492096.46123,2332960724.87668,2253067897.2179503,219796315.47336,5548138884.18023,605804527.74537,672479858.70253,227091924.48751998,6393180.53547,27159628.72904,1.34692,232393191.33661002,0.67526,54607038.00177,177411.57199,69435533.53758,0.0,1614094.68839,25874857.27995,11570407.17218,,48997521.572699994,112243.33673,16996859.92038,212996.83621,9343489.27028,12.77924,30004.47498,2251085.45739,869959230.51256,0.0,58744876.27184,13495631.95206,24384452.95276,84939901.84481001,10346.21988,33293568.221720003,445680595.13343,1557482.7523,4869171.94626,4119283.07591,43693092.36463,70625215.76028,3257099.87729,0.0,4981340.03436,0.0,1916774.71445,2212487.64954,190536577.43541998,685406.30911,,,,,,0,,,,,,,,,,,,
2025-08-04,62341976759.42738,11530545095.06634,19160544791.601402,16058400305.87081,7417623513.30444,7160440433.55983,2887027684.7890596,1096881228.2377698,1099297615.19021,1186802574.99593,3875419168.1231,796844757.64623,2355172615.19275,2292578985.48487,222221832.82285,5630910136.725329,614341158.03635,684336326.1553301,230937012.9019,6505291.28491,27458963.279590003,1.37066,236811782.31919,0.68533,55569835.9331,180058.32949,71014822.02681,0.0,1598195.71345,26330996.44796,11768359.401840001,,50112405.241170004,114797.34439,17366587.62275,166989.31178,9533717.72895,12.94388,30522.85467,2284668.82093,886441833.74834,0.0,174165537.81331003,13696969.80557,25166879.01699,86231314.09495,10482.3451,34051877.129329994,453824233.72599,1581812.28249,4944396.52094,4191890.6651500002,44344938.34422,70395683.40437,3305724.01256,0.0,4970911.61576,0.0,1950570.11514,2244219.72217,195432988.25581,697064.04545,,,,,,0,,,,,,,,,,,,
2025-08-05,63042252851.02875,11555897797.182201,19236401466.43607,16163982931.19438,7447936250.55859,7230244780.42477,2841295396.59636,1102635351.5661402,1106322946.1479,1193968065.6917899,3879167646.42962,806842542.1262,2417249191.38452,2284425222.49192,428007922.93087995,5667932896.47144,618821014.85603,688835981.40521,231982084.33675998,6547631.30994,26675067.49109,1.37968,251342759.2563,0.68929,55935202.90956,199223.57259,71123902.41795,0.0,1607319.20003,26504090.3088,11772462.81219,,50189236.84528,0.34492,18338006.91837,152234.64696,9650057.73385,13.039390000000001,30701.360190000003,2299690.32541,902240240.02552,0.0,174590708.02229002,13787026.22486,24192477.64564,85792570.24679,10552.78194,34104842.28837,456609118.46807003,1554525.95423,4974236.58385,4219454.9583,44636502.56736,71809060.60983,3314247.73644,0.0,3837256.38936,0.0,1963394.94886,2195143.27365,196867540.39712,701915.00176,,,,,,0,,,,,,,,,,,,
2025-08-06,62650438511.596504,11498594192.18681,18981400154.417202,16046731387.22652,7375092660.88688,7193013914.57595,2753110771.9492803,1096113961.60253,1101355546.12103,1185308496.01038,3853643817.7184,803041721.45499,2411543900.6329503,2231824466.59781,424550160.12383,5621816600.18425,612943707.7867601,683839238.84678,230269363.91917,6482218.06805,25603716.698590003,1.36967,248628918.4097,0.68357,55390801.24955,197412.81151,70037281.59049,0.0,1587993.65018,26263191.72956,11630001.05288,,49825168.54585,0.34242,17638996.86716,186031.75164,9640263.080529999,12.93999,30496.91019,2278788.23196,896804141.16524,0.0,172706003.07953,13661714.69602,24629291.20569,85253945.18596,10476.19573,33857447.8589,454062792.40899,1537126.86949,4927900.74835,4181108.37595,44312714.86815,71167111.82069,3628867.30321,0.0,3920949.73933,0.0,1949152.7234,2171415.32417,195014496.73241,701867.54964,,,,,,0,,,,,,,,,,,,
2025-08-07,62911356367.2681,11636503259.48627,19185679810.355732,16160598797.31288,7446022686.12037,7499237492.6314,2776252831.98033,1103688298.89081,1163978253.6532,1193822678.88382,3870682204.48266,811066355.7529299,2335995209.0848703,2293125299.15628,427881619.93953,5652865950.51745,621141092.27291,689177518.79503,231765719.9816,6524523.258649999,25794988.94638,1.37951,250774275.29198,0.68975,55906012.47203,210730.73327,70512306.04069,0.0,1862089.09684,26491255.75712,11707352.66785,,51332691.74406,0.34474,18073331.53388,123448.93086,9746087.857900001,13.05827,30686.273689999998,2302490.60587,908065494.51396,0.0,174938300.52528,13785347.41012,22815262.45179,82319573.87752001,10554.29585,34087371.378299996,457964124.23368996,1504375.15297,4970496.14567,4217256.51078,44631067.28225,71828143.89075,3734064.01936,0.0,3236918.43328,0.0,1962370.32832,2154831.31262,195825045.46587,707319.4277900001,,,,,,0,,,,,,,,,,,,
2025-08-08,64065151481.48949,11884920466.5003,19633328413.1638,16510776265.83736,7604905451.45263,7601420010.59239,2861941667.5921702,1127783860.56975,1190695065.14052,1137476138.8708699,3982196007.17272,825544152.8693401,2362045866.10033,2333191221.5013204,436802846.2431,5782176256.45909,634794746.5445,703676194.15185,236504618.56743002,6667391.81608,26232718.626549996,1.4094,256324613.01722997,0.7047,57140281.47241,233879.55682,72109424.28251,0.0,1901665.39167,27062515.61333,11971261.08616,,52444991.571600005,0.35235,18464955.23321,120601.42564,10013218.28463,13.33772,31346.21345,2349235.28759,927686259.72815,0.0,179241476.34202,14092090.84626,23585701.174480002,84290839.38241,10775.649440000001,34899040.23448,467491207.20172,1505544.02613,5080230.90786,4312792.8455300005,45598159.79871,73391130.93168999,3360443.24889,0.0,3250884.98807,0.0,2006838.8596,2263717.6799,197807573.25708002,730825.73687,,,,,,0,,,,,,,,,,,,
2025-08-09,63527152576.09502,11720453638.9407,19565883891.6497,16405343467.20494,7547802269.30995,7556512390.6193905,2823949642.8195,1123288895.76601,1185846330.26545,1130212562.01784,3937324383.10719,820293286.4684,2336151703.98571,2318129839.25565,434087313.32368004,5737450829.50298,630241172.96471,699182820.41538,235342562.73044,6623881.86354,25908697.060890004,1.3993,254738221.65908998,0.69965,56791455.74388,232386.07306,71552605.43877,0.0,1877674.16193,26868491.40403,11890899.75116,,52110107.77502,116608.34982,18345427.66527,169474.23291,9938746.46891,13.28258,31139.90784,2332393.60081,924910578.04799,0.0,177661623.84286,13983087.80347,23161644.96146,84751822.50381,10723.38164,34632946.79256,464297145.45432,1486943.69656,5043786.33198,4279471.02464,45306983.81021,72837073.83945,2618417.14219,0.0,3201919.7897,0.0,1991315.85848,2045522.32099,197495711.27244,740894.31538,,,,,,0,,,,,,,,,,,,
2025-08-10,63480055193.64186,11754785209.16406,19616369905.732708,16408717326.77727,7551591134.27475,7550048586.31353,2826794668.6041503,1123282690.45282,1177272992.80881,1128866379.0930002,3942616703.22286,819881951.2751,2351531648.39928,2300628403.18501,433594189.51608,5735138291.95167,629348183.53108,698349992.99908,235335328.72511,6613360.95543,25850383.39025,1.40069,254700690.14818,0.69937,56707776.48962,256050.31567,71290192.07113001,0.0,1874959.25033,26881549.0417,11873757.99642,,52048033.886130005,116561.34968,18323576.64174,136457.9851,9934801.25224,13.235059999999999,31080.08549,2331453.50665,934043046.63272,0.0,177827766.42032,13977451.78255,22811806.07473,88956209.33336,10709.971669999999,34597243.51449,463995979.52845,1482274.36573,5047580.076,4277728.33273,45253019.19368,72909530.33862999,2863295.88409,0.0,2229537.68168,0.0,1993296.79151,2041075.77366,196883318.90475,740914.27849,,,,,,0,,,,,,,,,,,,
2025-08-11,65280803135.50789,11966243290.05072,20056241115.25702,16762549799.20366,7713178936.94946,7691337632.26194,2855610813.6674,1136952634.5408902,1189947341.18353,1154821560.43077,4034442106.47871,837880625.7235401,2401507112.00679,2370384017.29718,441005642.44265,5866263999.305651,643488110.58625,714316798.57819,241289559.49001,6759916.14801,25774052.521070004,1.43089,260171962.2893,0.71536,58011616.0328,226134.34942,72929191.44382,0.0,1901838.84217,27457413.301319998,12144147.14151,,53238043.0362,119241.35772,18744876.95145,118885.04072,10112297.4988,13.55304,31781.00588,2385058.8755,951744866.27327,0.0,181220484.98837999,14297026.15992,23566361.17026,96797802.92354001,10943.86129,35396766.95712,472874544.93953,1512564.72545,5150236.82098,4375538.487109999,46293488.05924,74627571.08213,3018804.97874,0.0,3564268.86102,0.0,2036279.62301,2050600.89111,199828314.75692,756326.65081,,,,,,0,,,,,,,,,,,,
2025-08-12,65886077545.93449,12009773658.76546,19962577360.5733,16712521535.29502,7501953838.38005,7683749132.05282,2905069116.27154,1141411558.4499002,1172477196.0897,1150193607.82939,4020626640.57249,829641206.51357,2374027922.38214,2337059368.5268,437203502.06264997,5849485810.42099,638662253.39938,711542487.51956,240271337.56429,6732830.64507,26715094.712520003,1.42662,259372934.48767,0.71427,57838419.43676,237822.2024,72711419.31643,0.0,1869213.66211,27341951.77265,12102910.97011,,52793718.01202,237770.35666,18720617.12999,165286.10987,9949419.412220001,13.485090000000001,31685.44352,2377938.16232,939361644.94028,0.0,221508505.39724,14256135.02946,23697044.76525,95618645.22868,10892.319370000001,35172301.88267,467933048.60268,1485457.75411,5842169.89417,4368857.92413,46155276.52337,70548836.43482001,3308189.886,0.0,1112260.21713,0.0,2028116.81274,2037979.28256,195877340.99679002,752554.71079,,,,,,0,,,,,,,,,,,,
2025-08-13,66170566845.25925,12186976587.56478,19614360658.72338,16873358718.9697,7578358411.07034,7648076571.54986,2886543638.67727,1154468602.88696,1189017626.25009,1162386262.94996,4065956852.22823,837658400.1582301,2420089781.78422,2367827423.81194,440370858.5761,5905429502.04101,644419932.32012,719085970.08392,242406000.56573,6676758.79376,27133470.195359997,1.44026,262534923.46436,0.72013,58391578.22803,280267.95104,73407231.92333,0.0,1876879.15304,27630534.454329997,12229216.983,,53353453.91013,240044.36007,19443423.42543,151256.08138,9711463.52234,13.654869999999999,31996.563430000002,2400680.44007,948558612.95091,0.0,223613816.1604,14392478.76945,24104274.12727,94898381.75487,11023.15747,35509862.1578,472168909.99505997,1496880.81505,5903776.60385,4404755.05882,46596699.32193,71487919.17984,4104284.49663,0.0,3893634.10047,0.0,2049616.767,2053727.04761,200346183.50187,762413.1442900001,,,,,,0,,,,,,,,,,,,
2025-08-14,68636575742.74591,12492437075.252329,20165315312.61596,17403787993.99155,7823516811.41935,7895697266.58593,3028027954.0069103,1195153750.1345,1204535406.23207,1198926925.2002401,4194710470.82264,859749070.63662,2499659715.93065,2442416565.59093,453524508.41851,6076964846.98371,663384154.08221,742331626.7255299,249345583.11063,6888124.87162,26733437.8132,1.48554,270972498.71634,0.74341,60227170.24161,330438.20619,75714744.98192,0.0,1905700.31907,28502527.80051,12950734.17218,,55030640.6868,247804.37171,19676973.10868,135566.72376,10244836.48384,14.082699999999999,32846.12793,2478288.21288,972646959.5083,0.0,230709910.69802,14857750.28322,25572798.701339997,98404135.40543,11361.757749999999,36744291.304349996,484407793.51386005,1791872.37437,6094689.76344,4547138.70182,48103049.76909,73084892.56113,4180020.9889,0.0,2570335.2232,0.0,2115875.56168,2111788.45969,202511993.99613,784952.6721,,,,,,0,,,,,,,,,,,,
2025-08-15,65960471317.28765,11867940707.77135,19288556175.433628,16659246928.38972,7491792314.35186,7509857661.8058195,2910374349.22006,1144208672.99674,1151670482.53161,1147635461.75338,4027955440.56829,820551885.36493,2388565811.82332,2351320239.92014,438938635.19647,5810737076.11125,633610069.1786001,709667774.6076399,239861803.10402,6585101.76689,22486973.0744,1.4214,259217671.7306,0.71099,57626788.76464,164305.34595,73068311.82695,0.0,1705869.64113,27258208.79872,12394503.1819,,52676417.77523,236900.35535,18927254.07967,133401.44242,9937187.39272,13.51294,31551.46249,2369237.29089,932550685.48324,0.0,221021835.25500998,14209847.70876,23252739.85774,95712654.47216,10888.3526,35046562.730510004,465066761.08259004,1699613.17596,6426178.46849,4347068.35608,45986394.45004,70253599.75995,4098274.0281,0.0,2336495.09788,0.0,2023608.48238,2018394.28346,196382389.92725,752327.9279799999,,,,,,0,,,,,,,,,,,,
