date,btc_price,min_sopr,pct_sth_in_loss,sth_loss_chg5,rsi14,rsi_bb_lower,c1_sopr,c2_sth_loss,c3_rsi_bb,confirm_count,zone,drawdown_10d,is_correction
2010-09-28,0.0619,1.0073781528586303,37.52061431539322,15.599579471134888,56.73271064648758,55.42448876320078,False,False,False,0,NEUTRAL,-0.012759170653907637,False
2010-09-29,0.0619004290909091,1.0166695539059207,34.499302385788646,7.920117061190766,56.734097826376434,55.71511198466102,False,False,False,0,NEUTRAL,-0.01196441993760411,False
2010-09-30,0.0619,0.9864886954690424,38.92422648214755,6.305855075632614,56.73213904061781,55.479430915063574,False,False,False,0,NEUTRAL,-0.011971268954509173,False
2010-10-01,0.06197,1.0090650244800048,30.64669245384464,0.2202835538825063,56.993003735228676,55.42521618680571,False,False,False,0,NEUTRAL,-0.005456588027603959,False
2010-10-02,0.0614,1.056865736007142,50.575913843733225,22.989890102378006,54.131079906823956,55.1754782082958,False,True,True,2,BUY_ZONE,-0.014604397367998678,False
2010-10-03,0.06111,0.9920183573015906,52.72357054580687,15.202956230413655,52.68162888624234,54.56206189820949,False,True,True,2,BUY_ZONE,-0.017538798243104115,False
2010-10-04,0.0612998286895566,0.9857211529816562,46.12435295659878,11.625050570810131,53.558254037405796,54.19421749902712,False,True,True,2,BUY_ZONE,-0.014486935659734579,False
2010-10-05,0.0614,1.0004375676068975,49.80789140700118,10.883664924853626,54.042103730858805,53.87980414099757,False,True,False,1,NEUTRAL,-0.01287648849822598,False
2010-10-06,0.06281,1.017649500661474,13.793812029408835,-16.852880424435803,60.31027011154833,53.93916976031898,False,False,False,0,NEUTRAL,0.0,False
2010-10-07,0.067,1.0622008627324588,11.15862257902132,-39.417291264711906,72.37006327310361,52.942306182884394,False,False,False,0,NEUTRAL,0.0,False
2010-10-08,0.0835642648639761,1.202399671571476,5.616711342594988,-47.10685920321188,87.95353419316021,49.754349878494864,False,False,False,0,NEUTRAL,0.0,False
2010-10-09,0.0938,1.3113820279956847,6.181567635737831,-39.94278532086095,91.24105032219333,47.47080609141519,False,False,False,0,NEUTRAL,0.0,False
2010-10-10,0.0965,1.1831876028506272,3.778964227809923,-46.02892717919126,91.87122742770605,45.891357323272416,False,False,False,0,NEUTRAL,0.0,False
2010-10-11,0.095,1.3037624710248452,3.229196786195328,-10.564615243213508,88.07983062948826,45.0678587130534,False,False,False,0,NEUTRAL,-0.015544041450777257,False
2010-10-12,0.0949,1.0420750361636175,4.260662930360548,-6.8979596486607715,87.81963214769013,44.63753362081569,False,False,False,0,NEUTRAL,-0.016580310880829008,False
2010-10-13,0.105,1.1447936051190402,0.0,-5.616711342594988,90.78164930878087,44.15965003167224,False,False,False,0,NEUTRAL,0.0,False
2010-10-14,0.102,1.0618615011063732,0.9951477748057094,-5.186419860932121,84.22960963837781,44.23057193903904,False,False,False,0,NEUTRAL,-0.02857142857142858,False
2010-10-15,0.105,1.384898794504365,0.0,-3.778964227809923,85.36696831706385,44.57108200303912,False,False,False,0,NEUTRAL,0.0,False
2010-10-16,0.101,1.032273522294244,10.618895512369836,7.389698726174508,77.35621038881769,45.01665338468587,False,False,False,0,NEUTRAL,-0.03809523809523796,False
2010-10-17,0.102,1.0676918212049915,2.6198399922607307,-1.640822938099817,77.91419431548601,45.83655070844241,False,False,False,0,NEUTRAL,-0.02857142857142858,False
2010-10-18,0.1024,1.0693335264242645,2.451718214809108,2.451718214809108,78.14617124093544,46.55080483276652,False,False,False,0,NEUTRAL,-0.02476190476190465,False
2010-10-19,0.097,0.9915253119765798,13.298542252860324,12.303394478054615,67.79379724220786,46.93599332077608,False,False,False,0,NEUTRAL,-0.07619047619047614,False
2010-10-20,0.099,1.088162322573574,10.079751447182252,10.079751447182252,69.41013008628543,47.4867979161034,False,False,False,0,NEUTRAL,-0.05714285714285705,False
2010-10-21,0.107,1.3168805090523643,4.738006684600913,-5.880888827768922,74.84779059846296,48.10173375794791,False,False,False,0,NEUTRAL,0.0,False
2010-10-22,0.103781247567961,1.013704419021253,5.352152308653736,2.732312316393005,69.49511402617605,48.7118436282278,False,False,False,0,NEUTRAL,-0.030081798430270923,False
2010-10-23,0.104995,1.1556554567123407,5.330754384559047,2.8790361697499387,70.35602005705191,49.35151103390024,False,False,False,0,NEUTRAL,-0.018738317757009293,False
2010-10-24,0.11501,1.2291900864373395,3.4518020925577533,-9.84674016030257,76.29959382272622,50.17236671339097,False,False,False,0,NEUTRAL,0.0,False
2010-10-25,0.132,1.2597650875426372,0.0,-10.079751447182252,82.65359977572834,51.100668855835266,False,False,False,0,NEUTRAL,0.0,False
2010-10-26,0.1503,1.300937487545906,0.0,-4.738006684600913,86.76838432552961,52.05139484709528,False,False,False,0,NEUTRAL,0.0,False
2010-10-27,0.1877,1.4886106860626716,4.19799029406698,-1.1541620145867553,91.3069258821967,52.94605113916771,False,False,False,0,NEUTRAL,0.0,False
2010-10-28,0.1731,1.6276779300859807,3.65651493429605,-1.6742394502629967,79.79970009468856,54.20790397866261,False,False,False,0,NEUTRAL,-0.07778369738945123,False
2010-10-29,0.19,1.2384563746188282,0.0,-3.4518020925577533,82.5423546593945,55.57723806912263,False,False,False,0,NEUTRAL,0.0,False
2010-10-30,0.1989,1.3104843215344744,0.0,0.0,83.79051531463378,57.05614043298267,False,False,False,0,NEUTRAL,0.0,False
2010-10-31,0.1925,1.3054950231647602,1.503575384064642,1.503575384064642,79.39458925270432,58.56863995896483,False,False,False,0,NEUTRAL,-0.03217697335344394,False
2010-11-01,0.194901785714286,1.1043491282201148,1.3535388317392063,-2.844451462327774,79.82241186716746,60.57982691771755,False,False,False,0,NEUTRAL,-0.020101630395746528,False
2010-11-02,0.1938,1.2687541915185492,4.780140668823191,1.123625734527141,79.01196806779288,62.989855559122915,False,False,False,0,NEUTRAL,-0.02564102564102566,False
2010-11-03,0.1931,1.18142716814679,5.806387149103342,5.806387149103342,78.46687582002755,65.52069904810567,False,False,False,0,NEUTRAL,-0.02916038210155858,False
2010-11-04,0.23,1.53366235507504,5.287856217155881,5.287856217155881,84.526830924316,68.48055223354427,False,False,False,0,NEUTRAL,0.0,False
2010-11-05,0.26039,1.4315908670067283,1.869530763521067,0.365955379456425,87.61754105533291,70.68016662704568,False,False,False,0,NEUTRAL,0.0,False
2010-11-06,0.39,2.752842703469931,0.0,-1.3535388317392063,93.54214830537927,71.17497780489411,False,False,False,0,NEUTRAL,0.0,False
2010-11-07,0.34,1.2167872562983866,6.533478685388963,1.7533380165657722,78.03123630638866,70.93165743390969,False,False,False,0,NEUTRAL,-0.1282051282051282,True
2010-11-08,0.243,1.077375078334643,16.838029853810884,11.031642704707542,57.954141003826784,68.36038748973226,False,False,True,1,NEUTRAL,-0.3769230769230769,True
2010-11-09,0.215686519668737,1.0777626654815309,18.22500903501538,12.937152817859499,53.75965403740567,65.47974378313461,False,False,True,1,NEUTRAL,-0.4469576418750334,True
2010-11-10,0.232668329177057,1.0310609006144524,15.702987246626275,13.83345648310521,55.896902787609754,63.23900392734361,False,False,True,1,NEUTRAL,-0.4034145405716487,True
2010-11-11,0.2231,1.0434522504608394,20.081933229933053,20.081933229933053,54.37198642967061,61.03266819353503,False,False,True,1,NEUTRAL,-0.427948717948718,True
2010-11-12,0.2682,1.1178420101642517,3.2685971573694768,-3.2648815280194863,59.92194827494864,59.829131182014734,False,False,False,0,NEUTRAL,-0.3123076923076924,True
2010-11-13,0.276,1.4440876763310797,2.1967112062936422,-14.641318647517242,60.80979643484746,58.70373856936935,False,False,False,0,NEUTRAL,-0.29230769230769227,True
2010-11-14,0.27904,1.1701967244172569,3.933593547565663,-14.291415487449715,61.17083518007906,57.720921649416084,False,False,False,0,NEUTRAL,-0.28451282051282056,True
2010-11-15,0.2682,1.1216233644931597,7.774852957062797,-7.928134289563478,59.08075609959339,56.617998623484425,False,False,False,0,NEUTRAL,-0.3123076923076924,True
2010-11-16,0.224119052,0.9901631183842317,24.24875574763007,4.1668225176970175,51.391013265777914,54.720165553152995,False,False,True,1,NEUTRAL,-0.34082631764705884,True
2010-11-17,0.232562394352193,1.008484338883131,20.49412409434421,17.22552693697473,52.66195102458581,53.11513701589637,False,False,True,1,NEUTRAL,-0.16656252024013407,True
2010-11-18,0.2678,1.1794201479617354,8.161492427509268,5.964781221215626,57.63980692677373,52.3984508973101,False,False,False,0,NEUTRAL,-0.04028096330275244,False
2010-11-19,0.276929090909091,1.436446527209054,2.742746302460393,-1.19084724510527,58.847168939756386,51.73370600190272,False,False,False,0,NEUTRAL,-0.0075648978315259185,False
2010-11-20,0.28301,1.2366489903461717,3.5152610029931384,-4.259591954069659,59.671715133312716,50.99680749483033,False,False,False,0,NEUTRAL,0.0,False
2010-11-21,0.27675,1.0472662601629203,4.6784580352434695,-19.5702977123866,58.37503477638025,50.33476825780656,False,False,False,0,NEUTRAL,-0.022119359739938504,False
2010-11-22,0.284791867824497,1.141727825493796,1.859468148539226,-18.634655945804983,59.5898823939908,49.75510073563997,False,False,False,0,NEUTRAL,0.0,False
2010-11-23,0.28295,1.0766910690668148,5.251688127153006,-2.909804300356262,59.163978600964114,49.04494462135893,False,False,False,0,NEUTRAL,-0.006467417200381798,False
2010-11-24,0.282951447028169,1.0836334824251612,3.2881465257804834,0.5454002233200903,59.16422553615374,48.41463337768612,False,False,False,0,NEUTRAL,-0.0064623361979639915,False
2010-11-25,0.28,1.1576205391778434,7.503830156446735,3.988569153453597,58.38867364397054,47.9327413298339,False,False,False,0,NEUTRAL,-0.016825859042611357,False
